title,excerpt,start_date,views,answers,votes,url
Using String in Switch Statement,"
            I am attempting to create a switch statement based upon a two character string. However, this doesn't seem to work and always evaluates to the default. So, could someone please show me the correct way ...
        ",2015-11-12 20:42:59Z,"5,092",1,4,https://stackoverflow.com/questions/33680945/using-string-in-switch-statement
Is it safe to use System.IO when dealing with files in Unity3d?,"
            I am writing a game that needs to access a file. That is, it has to write to a file and read from it. The question is whether I can use the System.IO classes without having to worry about problems ...
        ",2015-09-13 14:15:09Z,217,1,4,https://stackoverflow.com/questions/32550551/is-it-safe-to-use-system-io-when-dealing-with-files-in-unity3d
Unity camera not moving,"
            I'm trying to get started with Google Tango for Unity by following this tutorial: https://developers.google.com/project-tango/apis/unity/unity-prefab-motion-tracking

But when I build and run my ...
        ",2015-09-10 08:03:13Z,454,2,4,https://stackoverflow.com/questions/32496335/unity-camera-not-moving
Tracking a game object transform - Why using FindGameObjectWithTag doesn't work?,"
            I'm following a tutorial (precisely the survival shooter), and I am at the stage to implement the NavMesh. Their original script is like this:

 Transform _player;
 NavMeshAgent nav;

 void Start()
 {
...
        ",2015-07-14 12:05:55Z,717,2,4,https://stackoverflow.com/questions/31406110/tracking-a-game-object-transform-why-using-findgameobjectwithtag-doesnt-work
How to stream live audio via microphone in Unity3D?,"
            Here's part of the main code so far(the networking was done separately):

void Update()
{
    if (Network.connections.Length > 0) 
    {

        audioFloat = new float[audioInfo.clip.samples * ...
        ",2015-07-01 21:08:22Z,"7,222",1,4,https://stackoverflow.com/questions/31171714/how-to-stream-live-audio-via-microphone-in-unity3d
How Can I Disable Cross-Domain Policy Request?,"
            I started to work on unity3d. I just wanna send/receive data between Unity3D and Raspberry Pi. I used socket programming for that. But when I try to connect my Raspberry Pi, Unity send me error ...
        ",2015-06-22 00:54:10Z,292,1,4,https://stackoverflow.com/questions/30970824/how-can-i-disable-cross-domain-policy-request
Wheel Collider Unity: after adding torque the vehicle starts moving sideways,"
            I realy killed few hours to try to fix it, Googling for solution, but I could not.
I've got a vehicle, it's a go-cart, so there are no suspensions (there are, but the values are close to 0, to ...
        ",2015-05-20 22:06:08Z,"4,508",1,4,https://stackoverflow.com/questions/30361205/wheel-collider-unity-after-adding-torque-the-vehicle-starts-moving-sideways
Unity SQLite local database,"
            I am making a small game in Unity and I'm in need of a database. I tried using SQLite database because that seemed to be recommended by the web.

Now I'm having troubles with actually connecting to ...
        ",2015-05-16 19:10:12Z,"1,183",2,4,https://stackoverflow.com/questions/30279715/unity-sqlite-local-database
Determine on which collider the collision has taken place,"
            I have a gameobject with two sphere colliders attached. One has IsTrigger checked and the other not.

I want to execute different set of statements when collision occurs with different colliders. For ...
        ",2015-04-27 19:27:41Z,"1,256",1,4,https://stackoverflow.com/questions/29904309/determine-on-which-collider-the-collision-has-taken-place
Rename class in external dll without losing reference to it in unityEditor,"
            We've got a visualstudio solution with all our code in it and it's completely seperated from our unity project.
When we build our code into a dll from within visualstudio, the dll is copied over to ...
        ",2015-04-23 11:01:02Z,252,2,4,https://stackoverflow.com/questions/29821473/rename-class-in-external-dll-without-losing-reference-to-it-in-unityeditor
Serialize & Deserialize Unity3D MonoBehaviour script,"
            Background: Classes that inherit from Monobehaviour can't be serialized.

Premise: A way to save the data (variables/fields and their values) of a MonoBehaviour script so it can be serialized, and ...
        ",2015-04-18 16:26:03Z,"1,379",1,4,https://stackoverflow.com/questions/29719869/serialize-deserialize-unity3d-monobehaviour-script
How to hide InputField additional input box in unity3d,"
            I use a FiledInput in android app and when I starting to put string in it a softkeyboard pops up and a box, I want to get rid of it.  

Is it any way to do so using Unity3d 4.6.2f1 ?
        ",2015-04-16 09:53:54Z,"4,146",1,4,https://stackoverflow.com/questions/29671213/how-to-hide-inputfield-additional-input-box-in-unity3d
Why am I getting 30 draw calls from an empty GameObject in my scene in Unity3D?,"
            First of all, I'm talking about SetPass calls, which I understand are draw calls. 

I have an empty GameObject that I use as a Camera target in my game. I've positioned it above my character and when ...
        ",2015-04-01 20:02:59Z,"1,690",1,4,https://stackoverflow.com/questions/29399745/why-am-i-getting-30-draw-calls-from-an-empty-gameobject-in-my-scene-in-unity3d
Unity3D : Blur the background of a UI canvas,"
            I'm trying to reproduce the (now common famous) blur effect on the background of a UI window for my game in Unity3D.

One of the best examples I can think of right now is Heroes Of The Storm, notice ...
        ",2015-03-13 10:49:19Z,"5,246",2,4,https://stackoverflow.com/questions/29030321/unity3d-blur-the-background-of-a-ui-canvas
"For a water pipe connecting game, how to properly check all 4 adjacent grids without backflow or using Update()/LateUpdate()?","
            The game I'm trying to code is a pipe connecting game where there are 4 water sources (top left, bottom left, top right, and bottom right) and the goal is to connect them to ~ 11 buildings all ...
        ",2015-03-09 18:27:56Z,973,1,4,https://stackoverflow.com/questions/28949230/for-a-water-pipe-connecting-game-how-to-properly-check-all-4-adjacent-grids-wit
Determining if Facebook app is installed from Unity,"
            We are using the Facebook SDK for Unity (v6.0) and I'd like to now whether there's a way that I can check if the Facebook app is installed on the device.

The reason is an existing bug in the Facebook ...
        ",2015-01-08 15:53:34Z,"1,541",1,4,https://stackoverflow.com/questions/27844180/determining-if-facebook-app-is-installed-from-unity
Can't submit iOS app to review,"
            I'm having issues with Facebook review. I'm currently using Unity building an Android and iOS game. Android apk wasn't too hard to upload, but the iOS build is much more.

I can't download the app ...
        ",2014-11-05 15:27:58Z,645,1,4,https://stackoverflow.com/questions/26760859/cant-submit-ios-app-to-review
screenshot capture and display,"
            I'm creating an application where i want to be able to store a screenshot, and then display it afterwards. My code is running fine, the screenshot is stored and seemingly also received by the program ...
        ",2014-10-30 15:15:02Z,833,1,4,https://stackoverflow.com/questions/26656784/screenshot-capture-and-display
Unity3d check if user has authorized device camera,"
            I have developed an app with Vuforia for iOS and Android, when the app is run for the first time, the user is prompted to authorize the use of the device's camera.

If the user does not authorize the ...
        ",2014-09-30 22:05:00Z,"1,372",2,4,https://stackoverflow.com/questions/26130915/unity3d-check-if-user-has-authorized-device-camera
Is there a way to sort arrays without allocating any memory?,"
            I need to sort a rather big collection (high hundreds/low thousands of items) very frequently, that is every frame at 60 fps (I'm using Unity).
Computing the key for each item is sort of slow so it ...
        ",2014-09-08 17:40:25Z,826,1,4,https://stackoverflow.com/questions/25730010/is-there-a-way-to-sort-arrays-without-allocating-any-memory
Code Stripping Errors Unity,"
            I have made a small C# library in mono for Unity3d as plugin, so that other developers can use the dll file and they can start coding with it. The library was fine. But while building unity gives this ...
        ",2014-04-21 11:28:31Z,"1,348",2,4,https://stackoverflow.com/questions/23196490/code-stripping-errors-unity
Programming Unity Games with Ruby,"
            So I see that unity has the support for c#, JS and Boo.

I could learn one of these but I would like to make a 'compiler' or something similar that would let me write ruby code and either output JS ...
        ",2014-01-25 12:47:41Z,"4,747",4,4,https://stackoverflow.com/questions/21350706/programming-unity-games-with-ruby
Evernote API in Unity3D,"
            Since I haven't got any response on the Unity3d or Evernote forums, I'll try it here.

The last year I have worked a lot with Unity3D, mostly because the good integration with the Vuforia Augmented ...
        ",2014-01-05 22:44:21Z,166,1,4,https://stackoverflow.com/questions/20940206/evernote-api-in-unity3d
How to change player states?,"
            I have a ""design pattern"" problem. I want to enable for a player to change his state. Lets say I have three states or super powers if you will. Each of them have different abilities. If this abilities ...
        ",2013-11-26 18:25:39Z,418,2,4,https://stackoverflow.com/questions/20225006/how-to-change-player-states
"Unity Android using Facebook SDK, missing Debug Android KeyHash","
            Thanks to all in advance,

I followed this documentation:
https://developers.facebook.com/docs/unity/getting-started/
and this specific video for facebook integration in Android:
https://www....
        ",2013-10-08 09:18:30Z,"11,173",2,4,https://stackoverflow.com/questions/19243707/unity-android-using-facebook-sdk-missing-debug-android-keyhash
Water physics. Where to start?,"
            I've been searching all over Google for some advise or simply a way, to get started with water physics in any way or shape. I am making a game in Unity 3D that requires some cartoonish water physics ...
        ",2013-10-06 18:52:05Z,"1,954",1,4,https://stackoverflow.com/questions/19212616/water-physics-where-to-start
How can I make my instance of a Singleton MonoBehaviour class start as new when reloading the scene?,"
            I have a 'SingletonManager' class with an instance of the 'LevelManager' singleton (and interface to it). The 'LevelManager' GameObject is not supposed to be persistant throughout the application ...
        ",2013-09-17 12:25:09Z,"1,396",2,4,https://stackoverflow.com/questions/18849795/how-can-i-make-my-instance-of-a-singleton-monobehaviour-class-start-as-new-when
unity3d move by touching,"
            I'm going to create Android app where I move gameObject on X and Z cords by touching,gameObject have to move right, left, up or down.  I have written this script which belongs to gameObject where I ...
        ",2013-06-22 08:10:52Z,"7,461",3,4,https://stackoverflow.com/questions/17248679/unity3d-move-by-touching
How to use vuforia on PC Application,"
            i'm new on vuforia and i need some help with this topic. 
Can someone tells me if its possible use vuforia with a webcam on a pc application? 
I got webcam frames on a plane texture and i tried to ...
        ",2013-02-12 17:58:00Z,"7,207",2,4,https://stackoverflow.com/questions/14838755/how-to-use-vuforia-on-pc-application
How to export all actions (animations) in blender to a file. fbx?,"
            I'm encountering a problem exporting models with animations from Blender.  When exported my XNA project models contain only the first animation even though I am selecting ""All Animation"" in the ...
        ",2013-01-19 14:50:18Z,892,1,4,https://stackoverflow.com/questions/14415525/how-to-export-all-actions-animations-in-blender-to-a-file-fbx
An error occurs when trying to set a child to my GameObject in script,"
            GameObject enemy = Instantiate(spawnObject,spawnPosition,spawnObject.transform.rotation) as GameObject;
enemy.transform.parent = transform;
The above code generates the expected result when I test my ...
        ",2013-01-17 03:44:41Z,829,2,4,https://stackoverflow.com/questions/14371903/an-error-occurs-when-trying-to-set-a-child-to-my-gameobject-in-script
How to do 2D animation in Unity,"
            So I'm doing a 3D game for kids for Android and iOS in Unity, but i'm new in game developing and it's been really difficult to plan the assets.

We need to create 2D animations (paper like characters) ...
        ",2013-01-15 21:21:02Z,"3,146",2,4,https://stackoverflow.com/questions/14347151/how-to-do-2d-animation-in-unity
2 vectors difference to rotation,"
            I've been hanging my head around this issue for some time now and I'm at the top of my head not figuring this out.

The issue:

Currently trying to do a fake ""swing"" moment. Where I have the player ...
        ",2012-11-28 18:23:46Z,188,1,4,https://stackoverflow.com/questions/13611896/2-vectors-difference-to-rotation
Freeze camera for 3 seconds in Unity3D (C#),"
            I'm trying to make the camera freeze for 3 seconds when the player scrolls to the left or right.
I've got the code working to scroll back as soon as you move the mouse back, but there must be a 3 ...
        ",2012-11-15 13:46:18Z,864,1,4,https://stackoverflow.com/questions/13398777/freeze-camera-for-3-seconds-in-unity3d-c
Passing complex data type from a pure c plugin to Unity C# scripts,"
            I'm currently writing an In-App purchase plugin for Unity in Objective-C using pure C as the API between unity and the objective-c code.

Introduction to the problem I am facing

The basic ...
        ",2012-08-31 13:44:28Z,"3,439",1,4,https://stackoverflow.com/questions/12216625/passing-complex-data-type-from-a-pure-c-plugin-to-unity-c-sharp-scripts
using JNI AndroidJNI.GetMethodID in unity with string parameters,"
            I'm working on unity with android java plugin I was trying to call function from java in unity and it worked successfully.

        cls_Activity = AndroidJNI.FindClass(""com/unity3d/player/UnityPlayer"")...
        ",2012-06-06 12:44:51Z,"1,969",3,4,https://stackoverflow.com/questions/10914479/using-jni-androidjni-getmethodid-in-unity-with-string-parameters
FFMpeg Continuous Real-time Image to Video Encoding,"
            I am trying to use FFMpeg to take a stream of image files and turn them into a video.  Now, I have successfully done this, but only after I have already captured all the images that I want.  What I ...
        ",2012-05-03 18:40:24Z,"2,329",1,4,https://stackoverflow.com/questions/10437430/ffmpeg-continuous-real-time-image-to-video-encoding
Building a game on Mobile. Native or Engine?,"
            I would like to start getting involved into mobile game programming.
I already have modest experience in Android development and iPhone development.

Previously, I have built a proof of concept 2D ...
        ",2012-04-18 08:54:25Z,"1,610",1,4,https://stackoverflow.com/questions/10206019/building-a-game-on-mobile-native-or-engine
Matching objects in a drag and drop game,"
            I am developing an educational game where I give the user a selection of words. The objective is to take these words and arrange them into a sentence by dragging each word individually and placing it ...
        ",2012-03-30 22:12:19Z,"2,934",1,4,https://stackoverflow.com/questions/9951052/matching-objects-in-a-drag-and-drop-game
Unity game crashing during load on iOS,"
            I'm developing in Unity 3.4.2f, XCode version 4.2.1 with iOS 5.0 SDK.

My game consists of a main menu with a play button that loads the main scene.  The game can be built to device by a co-worker and ...
        ",2012-01-19 14:13:48Z,"2,672",1,4,https://stackoverflow.com/questions/8927517/unity-game-crashing-during-load-on-ios
AWS S3 .NET SDK,"
            I am using Unity3D, and have try to use S3 .NET SDK. But keep getting below error:

TlsException: Invalid certificate received from server. Error code: 0xffffffff80092012
Mono.Security.Protocol.Tls....
        ",2011-09-05 10:38:31Z,"1,740",3,4,https://stackoverflow.com/questions/7306860/aws-s3-net-sdk
iOS not loading next level,"
            I'm aware that having a large initial level in Unity causes the iPhone/iPad to shut down the app before it is done loading. The solution, I thought, would be a loading level that yields for 1 or 2 ...
        ",2011-04-13 12:37:49Z,"1,141",1,4,https://stackoverflow.com/questions/5649320/ios-not-loading-next-level
Unity - How to run a timer in parallel to a series of coroutines and WaitForSeconds,"
            In the code below, I have a cycle for enemies appearing and disappearing.

IEnumerator EnemyCycle()    {
while (isRepeating)
{

for (int j = 0; j < enemies.Length; j++) {

canStartUpdatingReset = ...
        ",2017-07-22 13:13:56Z,67,1,4,https://stackoverflow.com/questions/45254980/unity-how-to-run-a-timer-in-parallel-to-a-series-of-coroutines-and-waitforseco
State of bool failing to prevent function from repeating,"
            Having trouble tracking this down for some reason, it should be simple but I'm missing something. In PreCountdownTimer() I'm getting two bool properties from GameManager.cs assigning them to ...
        ",2017-07-21 19:48:01Z,70,1,4,https://stackoverflow.com/questions/45245649/state-of-bool-failing-to-prevent-function-from-repeating
Google Play Games Services 2017: How to invite somebody to a multiplayer match?,"
            Google announced in December 2016 that Google+ is no longer integrated in Google Play Games Services: https://android-developers.googleblog.com/2016/12/games-authentication-adopting-google.html And as ...
        ",2017-05-29 09:28:15Z,195,1,4,https://stackoverflow.com/questions/44239024/google-play-games-services-2017-how-to-invite-somebody-to-a-multiplayer-match
missing GVRMain file in Unity,"
            I am trying to create a Google Cardboard app using Unity.  The new SDK doesn't have GVRMain, so I used GVREditorEmulator instead.  However, I can't ""look around"" in the project.  I am using a Windows ...
        ",2017-05-23 12:59:28Z,"1,443",3,4,https://stackoverflow.com/questions/44135605/missing-gvrmain-file-in-unity
Syncing NPC behaviour in a game. Using socket.io/node.js. Unity2D,"
            I am making a 2d topdown with 3d elements game in unity. It is a multiplayer game and the way I am setting it up is by having a master client (server) that relays information to a backend server ...
        ",2017-05-15 17:00:09Z,168,1,4,https://stackoverflow.com/questions/43985071/syncing-npc-behaviour-in-a-game-using-socket-io-node-js-unity2d
Firebase realtime database high download usage,"
            We are using firebase realtime database to save scores for each level for users that are connected with facebook. We are still testing this feature and everything works fine, but the download usage is ...
        ",2017-05-03 14:22:35Z,164,0,4,https://stackoverflow.com/questions/43762756/firebase-realtime-database-high-download-usage
How do YouTube downloaders access the videos?,"
            I did find this answer but it uses YouTube's APIv2, and is now outdated as stated in the answer.

YouTube's terms of use state that you can't use another player or download videos, so it makes sense ...
        ",2017-04-06 13:53:26Z,86,0,4,https://stackoverflow.com/questions/43257284/how-do-youtube-downloaders-access-the-videos
ClassNotFoundException: Didn't find class “com.yandex.metrica.MetricaEventHandler”. Unity plugin,"
            App crashing on testers devices, but not on mine. I trying install appmetrica plugin, but it isn't work, stats of appmetrica console is null and this error, placing above.

I can't find the solution ...
        ",2017-03-16 12:41:16Z,232,1,4,https://stackoverflow.com/questions/42834411/classnotfoundexception-didnt-find-class-com-yandex-metrica-metricaeventhandle
Unity UI - Interacting with worldspace UI when cursor is locked,"
            I'm trying to interact with world space UI using a first person controller when Cursor.lockState is set to CursorLockMode.Locked.

world space UI and a character
But when cursor is locked, cursor ...
        ",2017-02-22 06:57:40Z,197,0,4,https://stackoverflow.com/questions/42384658/unity-ui-interacting-with-worldspace-ui-when-cursor-is-locked
Intel INDE - Video Capturing for Unity 3D (How to Capture only the App Video and Audio instead of using mic),"
            Good Day!

I've followed the instruction from this link:
Intel® INDE Media for Mobile Tutorials - Video Capturing for Unity3d* Applications on Android* and I've made it working with my app. The ...
        ",2017-02-21 06:42:43Z,160,0,4,https://stackoverflow.com/questions/42360393/intel-inde-video-capturing-for-unity-3d-how-to-capture-only-the-app-video-and
Error “Failed to initialize Unity graphics” in Unity3D,"
            Hi when I create new project in unity it's showing ""Failed to create unity graphics"" error.

Graphics driver is already installed in my machine.

How can i resolve this issue?
Please help me.
        ",2017-02-10 05:08:05Z,808,1,4,https://stackoverflow.com/questions/42151909/error-failed-to-initialize-unity-graphics-in-unity3d
Import Unity3D project to existing android studio project,"
            I have been creating an app in Android Studio for a while and decided that I wanted to add Augmented Reality to my app. I created an AR project in Unity and exported the file as an ADT and gradle but ...
        ",2017-02-08 06:11:00Z,305,0,4,https://stackoverflow.com/questions/42105899/import-unity3d-project-to-existing-android-studio-project
How to make TrailRenderer work when timeScale is 0 in Unity?,"
            I want to use TrailRenderer when my game is paused, but since timeScale is 0 the resulting deltaTime is 0, this caused TrailRenderer to not function (the tail never dies)

I dint find any parameter to ...
        ",2017-01-31 13:13:18Z,107,1,4,https://stackoverflow.com/questions/41958549/how-to-make-trailrenderer-work-when-timescale-is-0-in-unity
How to detect whether device is rooted (android) or jailbroken (iOS)?,"
            I'm working on an app that shows the user some specs of his device. For example, RAM, disk size etc.

Now I want to show whether the device is rooted or not in case of android device. And whether the ...
        ",2016-12-23 10:27:34Z,892,2,4,https://stackoverflow.com/questions/41299634/how-to-detect-whether-device-is-rooted-android-or-jailbroken-ios
UNET unity project - second connected client doesn't seem to spawn properly,"
            I've been struggling with this for a couple days now. My goals was to have each logged in player be assigned a role in controlling a common GameObject. (In this case a tank). I overrode the ...
        ",2016-12-22 15:09:56Z,196,0,4,https://stackoverflow.com/questions/41286193/unet-unity-project-second-connected-client-doesnt-seem-to-spawn-properly
Unity exporting android project with Facebook SDK issue,"
            I found an issue on exporting a project from Unity3D to Android Studio when Facebook SDK is involved. Currently I'm using Unity 5.4.1f1 and facebook-unity-sdk-7.9.0.

Here the steps to reproduce the ...
        ",2016-12-02 14:51:30Z,793,1,4,https://stackoverflow.com/questions/40934964/unity-exporting-android-project-with-facebook-sdk-issue
Pitch Detection for Music,"
            I'm creating a rhythm based music game within which you should (theoretically) be able to choose any song you would like. This is being created in Unity(5.4.1) with C#.

In real time the pitch of the ...
        ",2016-11-28 15:23:50Z,329,1,4,https://stackoverflow.com/questions/40847814/pitch-detection-for-music
Broken text in Unity canvas,"
            For no particular reason text in our grid gets completly broken sometimes. The underlying string is correct its teh UI thats messed up

Looks like this
        ",2016-11-15 12:22:30Z,186,0,4,https://stackoverflow.com/questions/40609763/broken-text-in-unity-canvas
Running Unity3d for automated builds inside a docker container,"
            I have managed to run Unity 3d inside a container to perform a build.

For now I am specifying my serial number, email and unity account password on the command line. When running this on my local ...
        ",2016-10-18 16:15:25Z,451,0,4,https://stackoverflow.com/questions/40113267/running-unity3d-for-automated-builds-inside-a-docker-container
Can't get the GearVR MediaSurfacePlugin for Unity to play video,"
            I've been having some issues while trying to play video via the Oculus mobile sdk MediaSurfacePlugin for Unity. I've tried lots of different ideas but keep coming back to the same problem; It seems ...
        ",2016-09-09 12:11:01Z,194,0,4,https://stackoverflow.com/questions/39411303/cant-get-the-gearvr-mediasurfaceplugin-for-unity-to-play-video
Unity app stops background music,"
            My android app made with unity 5.3.4p1 pausing background music. I start play music with some player on my android device, but when I launch my app, after splash screen that music stops, and only ...
        ",2016-08-22 13:32:36Z,580,1,4,https://stackoverflow.com/questions/39080989/unity-app-stops-background-music
Facebook SDK 7.8.0 Error: get_activeBuildTarget is not allowed to be called from a ScriptableObject constructor [closed],"
            I upgraded to the latest version of Facebook SDK 7.8.0 and I'm using Unity 5.4.0.3f, when I'm clicking on Facebook button in Unity Editor, I get a strange error:
  get_activeBuildTarget is not ...
        ",2016-08-04 10:56:25Z,"1,428",0,4,https://stackoverflow.com/questions/38765429/facebook-sdk-7-8-0-error-get-activebuildtarget-is-not-allowed-to-be-called-from
Invoking the in-app billing service without setting a target package for the intent,"
            I just received an email from Google Play stating:
""We detected that your app(s) listed at the end of this email are invoking the in-app billing service without setting a target package for the intent....
        ",2016-07-28 16:23:08Z,236,0,4,https://stackoverflow.com/questions/38641870/invoking-the-in-app-billing-service-without-setting-a-target-package-for-the-int
Solution with dynamically assets in unity,"
            I'm starting learn unity not long ago. Now, I have issues. When I build a game, I don't want build all assets in project. I want download some assets when Client after install game (Ex : first load ...
        ",2016-06-21 02:03:10Z,84,1,4,https://stackoverflow.com/questions/37934454/solution-with-dynamically-assets-in-unity
Unity Android run in background,"
            I am building a simple game where 2 people can duel against each other. I am using GameSparks as a back end. My problem is, that whenever player #1 casts a spell that is channeling, player #2 can see ...
        ",2016-06-07 19:54:00Z,"1,719",1,4,https://stackoverflow.com/questions/37688164/unity-android-run-in-background
Unity and C#: How to change overall world lighting not just ground? Other objects not lit with RenderSettings?,"
            I am just getting into lighting with Unity 3d and right now have a function that progressively deepens the lighting of my scene here. I have done this via Render Settings and have tried 3 different ...
        ",2016-05-26 18:36:48Z,354,1,4,https://stackoverflow.com/questions/37468633/unity-and-c-how-to-change-overall-world-lighting-not-just-ground-other-object
Line Intersection with rotated box collider object,"
            I'm implementing my own Raycasting library to learn how it works. As a starting point I have a box that rotates and, using rays, detects the different obstacles that it encounters in its way. Worth ...
        ",2016-05-24 19:56:25Z,93,1,4,https://stackoverflow.com/questions/37422731/line-intersection-with-rotated-box-collider-object
"How to load asset with same name, but placed in different folders from assetbundle?","
            I am using unity5.3.3, I would like to know how should I get the asset from an asset bundle, whose names are same but are kept in different folder. My AssetBundle Folder is set in the following manner:...
        ",2016-05-10 05:32:16Z,"1,176",5,4,https://stackoverflow.com/questions/37129985/how-to-load-asset-with-same-name-but-placed-in-different-folders-from-assetbund
Unity3D - Parse Migration,"
            I have a Unity3D game currently hosted on parse. I am in the process of migrating it to mongoDB and Heroku. I have followed this link Parse Migration

Although its for iOS and I have tested it working ...
        ",2016-03-21 04:21:53Z,122,0,4,https://stackoverflow.com/questions/36123095/unity3d-parse-migration
Integrating Firebase into unity project [duplicate],"
            Does anyone know how to connect Firebase to Unity3d 5?

Or can anyone suggest me a better way to receive a username and password and transfer it to an external server and also control variables in the ...
        ",2016-03-03 16:03:25Z,"1,366",1,4,https://stackoverflow.com/questions/35777072/integrating-firebase-into-unity-project
Screen Space Ambient Obscurance with Orthographic Camera?,"
            It would appear the standard-asset effect Screen Space Ambient Obscurance doesn't work with an Orthographic camera. Its odd because the basic SSAO script works perfectly fine. I suspect the issue is ...
        ",2016-02-04 20:14:15Z,429,1,4,https://stackoverflow.com/questions/35210731/screen-space-ambient-obscurance-with-orthographic-camera
How to play unity 3d scene inside android application,"
            I need to play unity 3d scene inside my android application.

There will be normal activity which will trigger separate activity inside application to play unity 3d scene.

Anybody know how to ...
        ",2016-01-21 09:05:51Z,"1,655",0,4,https://stackoverflow.com/questions/34919365/how-to-play-unity-3d-scene-inside-android-application
'Allow [app name] to make and manage phone calls' permission and READ_PHONE_STATE,"
            I have a Unity app (v5.2.4) built for Android that is asking for permission to 'make and manage phone calls' on Android (v6.0.1). Does some research it seems that it might be related to the ...
        ",2016-01-06 23:13:57Z,"6,205",1,4,https://stackoverflow.com/questions/34644642/allow-app-name-to-make-and-manage-phone-calls-permission-and-read-phone-stat
Unity Scene Management and Android - Unable to Load Scene,"
            Im new to C#/Unity (be gentle) - I'm trying to create my own script that adds a public variable to the Inspector, doing this allows me to have one script be applicable to multiple GameObjects (or so I ...
        ",2015-12-23 20:55:42Z,"1,243",1,4,https://stackoverflow.com/questions/34443589/unity-scene-management-and-android-unable-to-load-scene
Lighting/lightmaps with Unity 5 using Probuilder,"
            I'm getting back into Unity again. I used to use Unity 4 to create my level where I could literally shoot out real time lights out of my gun. I used Probuilder to create my scene as well and had loads ...
        ",2015-12-22 09:53:44Z,231,0,4,https://stackoverflow.com/questions/34412936/lighting-lightmaps-with-unity-5-using-probuilder
Unity Supports Arabic,"
            Does unity support arabic writing in InputField UI or even GUI Texts ?
I mean if I want to write arabic characters in the InputField, does unity support that ?
        ",2015-12-19 10:35:12Z,"1,008",3,4,https://stackoverflow.com/questions/34369729/unity-supports-arabic
Unity3D HLAPI networking single player overhead,"
            Using the Unity3D engine's high-level networking API (HLAPI) seems to be an all-or-nothing approach.  For any game objects expected to be used in multiplayer, (most) behaviors need to be implemented ...
        ",2015-12-16 15:35:04Z,314,1,4,https://stackoverflow.com/questions/34316031/unity3d-hlapi-networking-single-player-overhead
Rounded end cap 2d lines in unity5,"
            greyLine.SetWidth (0.4F, 0.4F);
                greyLine.SetColors (Color.grey, Color.grey);
                Material lineGrey = new Material (Shader.Find (""Particles/Alpha Blended""));
                ...
        ",2015-12-16 12:47:17Z,355,2,4,https://stackoverflow.com/questions/34312497/rounded-end-cap-2d-lines-in-unity5
How to Implement Splash Animation in Unity for iOS,"
            In latest Unity 5, having option to import XIB file as Splash Screen. In XIB, we can do animation of Splash Screen.
--main.storyboard

--Check Build Setting of iOS in Unity 5
        ",2015-12-14 21:15:34Z,210,0,4,https://stackoverflow.com/questions/34276742/how-to-implement-splash-animation-in-unity-for-ios
Send serial data to Lightblue Bean(a BLE arduino),"
            I'm working on a Unity project. In my project, I just want to send color information to Lightblue Bean (a low energy Bluetooth Arduino) to control the light color.

I'm trying to send serial data from ...
        ",2015-12-14 15:43:31Z,361,0,4,https://stackoverflow.com/questions/34271064/send-serial-data-to-lightblue-beana-ble-arduino
Button click does not work correctly,"
            I don't know what i am doing wrong it's a 2D project there are two objects.One has a RigidBody2D and BoxCollider2D component. Second object only has BoxCollider2D. And bottom there is a button when ...
        ",2015-12-04 12:56:35Z,98,1,4,https://stackoverflow.com/questions/34088939/button-click-does-not-work-correctly
Unity 3D - Sprite with the same physical size,"
            I'm trying to create an image with exactly 5cm x 8cm on any device. The problem is: the devices have different dots per inches (dpi) and this means that I need different pixel sizes to create the ...
        ",2015-11-20 23:26:27Z,252,1,4,https://stackoverflow.com/questions/33837748/unity-3d-sprite-with-the-same-physical-size
Google Analytics Unity plugin - No data showing up,"
            I am trying to use the Google Analytics for Unity plugin (link) to be able to track user statistics. I believe I have everything correctly set up but am not seeing anything on the dashboard or real-...
        ",2015-11-06 20:03:55Z,436,0,4,https://stackoverflow.com/questions/33574830/google-analytics-unity-plugin-no-data-showing-up
Build and Run does not work with Xcode 7.1,"
            I have installed the latest version of Unity (5.2.2f1 personal) and the Build and Run option for an iOS build does not work with Xcode 7.1.

The Build is successful, but it warns me that the latest ...
        ",2015-11-04 12:28:50Z,158,0,4,https://stackoverflow.com/questions/33521960/build-and-run-does-not-work-with-xcode-7-1
Chromecast memory related crash,"
            I have been experimenting with Chromecast (2013 and 2015 models) to try and run a small Unity3D game. Basically, display 4 sprites on the screen. The game is compiled (by Unity's tools) to WebGL using ...
        ",2015-11-01 00:02:39Z,242,0,4,https://stackoverflow.com/questions/33457901/chromecast-memory-related-crash
Programming issue. Lag,"
            Ive been having some issues programming in unity with c#. I am trying to request an interstitial AD when i start the game so i can show it when the player has died 5 times. The issue is that when i ...
        ",2015-10-28 02:59:06Z,98,2,4,https://stackoverflow.com/questions/33382172/programming-issue-lag
How do I assign an on click listener to a game object that is created at runtime in Unity using C#?,"
            I created a Quad. I assigned this script to the Quad that contains an array of Game Objects:

public class ShapeGrid : MonoBehaviour {
    public GameObject[] shapes;

    void Start(){
        ...
        ",2015-10-19 09:09:02Z,954,1,4,https://stackoverflow.com/questions/33210593/how-do-i-assign-an-on-click-listener-to-a-game-object-that-is-created-at-runtime
