title,excerpt,start_date,votes,status,url
Provide Protection to Asset Store Publishers,Add a check during the process of importing a Unity package to validate that the individual signed into Unity also has purchased the... ,"Jun 22, 2015",79,,https://feedback.unity3d.com/suggestions/provide-protection-to-asset-store-publishers
Tutorials out of date.,It gets really frustrating having to watch the rollaball tutorial over and over and over because the interface is so different in 4.... ,"Jan 19, 2015",79,,https://feedback.unity3d.com/suggestions/tutorials-out-of-date
Mecanim zoom function,Mecanim needs a zoom function to make large trees less confusing. Playmaker added this to their state machine months ago and other n... ,"Oct 15, 2013",79,,https://feedback.unity3d.com/suggestions/mecanim-zoom-function
"Native Support of iOS Features like GameCenter, Push Notification, inApp...", ,"Nov 04, 2010",79,,https://feedback.unity3d.com/suggestions/native-support-of-ios-features-l
"Service not available, please try again later and problems with licence.","When attempting to log in Unity3D a sign which reports an error with server problems Unity3D appears, this problem occurs from versi... ","Sep 17, 2015",78,,https://feedback.unity3d.com/suggestions/service-not-available-please-try-again-later-and-problems-with-licence
Showing deeper nested levels in Prefabs (project-view),"Found this idea in the old ""Wish-List"" forum and we also would like to have this enabled. I have no idea how others work with prefab... ","Nov 27, 2013",78,,https://feedback.unity3d.com/suggestions/showing-deeper-nested-levels-in-prefabs-project-view
Editor: pre build script,"Unity can already run a script at the end of a build (PostprocessBuildPlayer), but, amazingly, it has no way to run one at the start... ","Sep 07, 2011",78,,https://feedback.unity3d.com/suggestions/editor-pre-build-script
fmod designer integration,Direct importation of Fmod Designer Soundbank in Unity would be a great feature for sound designers. ,"Apr 17, 2011",78,Started,https://feedback.unity3d.com/suggestions/fmod-designer-integration
Build In real Atmosphair,Add realistic atmosphair with real sun with shafts and god rays and motion clouds with the wind direction and you can add a weather ... ,"Mar 24, 2017",77,,https://feedback.unity3d.com/suggestions/build-in-real-atmosphair
Support for world space UI elements in RenderToCubemap,"When using Camera.RenderToCubemap the placed world space UI elements are not showing up in the generated cubemap. 

I would expect... ","Feb 09, 2017",77,,https://feedback.unity3d.com/suggestions/support-for-world-space-ui-elements-in-rendertocubemap
"Expose more of the PhysX API, namely penetration depth.","http://docs.nvidia.com/gameworks/content/gameworkslibrary/physx/guide/Manual/GeometryQueries.html#penetration-depth

We need this ... ","Nov 04, 2016",77,,https://feedback.unity3d.com/suggestions/expose-more-of-the-physx-api-namely-penetration-depth
Runtime Script Creation of Animator Controller,Allow the creation of AnimatorControllers by scripts. This does not mean loading them up with RuntimeAnimatorController from a prefa... ,"Dec 18, 2014",77,,https://feedback.unity3d.com/suggestions/runtime-script-creation-of-animator-controller
Asynchronous raycasts,"Hi,

I'm missing an asynchronous raycast call. This is of course useful any time you do not care about immidiate results and in ou... ","Oct 10, 2014",77,,https://feedback.unity3d.com/suggestions/asynchronous-raycasts
Convert physics from float to double.,"I ask Unity3D to migrate physics and mathematics single float precision to double precision.

Otherwise, with float precision, dev... ","Jul 03, 2014",77,,https://feedback.unity3d.com/suggestions/convert-physics-from-float-to-double
Collider2D.Raycast! Simple enough? Why can't I find it?,"The 3D Collider class has a member function Raycast() which is very helpful and irreplacable. Now, in 2D, there is no such a analogo... ","Nov 24, 2013",77,,https://feedback.unity3d.com/suggestions/collider2d-dot-raycast-simple-enough-why-cant-i-find-it
Minimum Resolution Setting,"The standalone Unity player lets the user choose from a range of resolutions. However, some of these resolutions are simply too low ... ","Aug 21, 2012",77,,https://feedback.unity3d.com/suggestions/minimum-resolution-setting
Update Patches,"I think this would be a useful thing to integrate into the Unity editor. Every time you update Unity, you have to re-download the en... ","Aug 11, 2012",77,,https://feedback.unity3d.com/suggestions/2393--update-patches
WWW: Make WWW class usable for web services,"At a minimum this would require exposing the response status, allowing headers to be set on GET requests, allowing empty POST reques... ","Aug 23, 2009",77,Completed,https://feedback.unity3d.com/suggestions/www-make-www-class-usable-for-w
Web Player: Local File Storage (Cache),"File System Access or local cache outside internet cache

This of course would be approved by the user. The problem is large games w... ","Apr 22, 2009",77,Completed,https://feedback.unity3d.com/suggestions/web-player-local-file-storage-
Add Hot-Join Support to Network Lobby,The current implementation of the NetworkLobbyManager prevents players from joining a game in-progress. Actually this is a bad desig... ,"Jul 25, 2016",76,,https://feedback.unity3d.com/suggestions/add-hot-join-support-to-network-lobby
Change objects order in Hierarchy using shortcut keys.,"Since the way ""hierarchy"" sorts objects changed from alphabetic to just nothing it would be great to have the possibility to move th... ","Jun 24, 2014",76,,https://feedback.unity3d.com/suggestions/change-objects-order-in-hierarchy-using-shortcut-keys
trail,"make more powerful trail rendering:
make a two types of the trail renderer: screen renderer and local/object renderer
and add interp... ","Jul 07, 2011",76,,https://feedback.unity3d.com/suggestions/trail
Adding new payment methods to Unity store,"Please add alternative secure payment methods. Paypal sucks, so do Credit cards. Paypal is scary as of freezing accounts quite often... ","Jul 01, 2011",76,Declined,https://feedback.unity3d.com/suggestions/adding-new-payment-methods-to-un
hardware accelerated vector graphics/sprites,"We all know about the impact of Adobe Flash. Vector graphics offer the possibility of realtime filled polygons, usually in 2D, and o... ","Apr 12, 2010",76,,https://feedback.unity3d.com/suggestions/hardware-accelerated-vector-grap
Input: Force feedback,"Just basic forces, no need for 'effects'. We especially need it for steering wheel forces. ","Mar 17, 2010",76,Under review,https://feedback.unity3d.com/suggestions/input-force-feedback
Flatten UI (Canvas Group or Shader wise) to alpha fade it like Flash did...,"Long ago in flash, we could select a blend mode named ""Layer"".
This allowed you to blend multiple layers/objects things as one.

... ","Jan 16, 2017",75,,https://feedback.unity3d.com/suggestions/flatten-ui-canvas-group-or-shader-wise-to-alpha-fade-it-like-flash-did-with-blendmode-dot-layer
Ability do disable View Frustum Culling for chosen game objects,What I bring here today as a request is so simple that I can't believe it's not there from the start: just make us have the flexibil... ,"May 06, 2016",75,,https://feedback.unity3d.com/suggestions/ability-do-disable-view-frustum-culling-for-chosen-game-objects
Animator Parameters: Add enum (internally handled as int),There are sometimes cases where you have an int as a transition-parameter and for each value from for example 0 to 4 you would trans... ,"Sep 30, 2015",74,,https://feedback.unity3d.com/suggestions/animator-parameters-add-enum-internally-handled-as-int
"Option to disable ""auto record"" feature of the Animator Editor","I have more than once caught myself making a change while scrubbing, or accidently selecting the property of an object while record ... ","Sep 02, 2015",74,Started,https://feedback.unity3d.com/suggestions/option-to-disable-auto-record-feature-of-the-animator-editor
Make the Display Resolution Dialogue visually customizable,"The Display Resolution Dialogue window that pops up when you run a Unity game on PC is functional, but we should be able to use edit... ","Dec 05, 2014",74,,https://feedback.unity3d.com/suggestions/make-the-display-resolution-dialogue-visually-customizable-1
Add proper support for SVN,"Ideally, make all the assets files human-readable so any third-party source control system can be used, but certainly support for pr... ","Aug 26, 2009",74,,https://feedback.unity3d.com/suggestions/add-proper-support-for-svn
Make UnityWebRequest More User Friendly,"Why doesn't the UnityWebRequest have any functionality/fields for things like retryCount, timeBetweenRetries, and timeout? I feel th... ","Apr 26, 2017",73,,https://feedback.unity3d.com/suggestions/make-unitywebrequest-more-user-friendly
Global Editor Extensions,"It does not make a lot of sense to have editor extensions behave like an asset, this means common editor extensions break between pr... ","May 30, 2013",73,,https://feedback.unity3d.com/suggestions/global-editor-extensions
"Implement PhysX Articulations (ropes, chains, stable joints, stable robo...",You really should consider PhysX Articulated Actors to be usable. With these we will be able to create stable ropes and complex mach... ,"Aug 23, 2017",72,,https://feedback.unity3d.com/suggestions/implement-physx-articulations-ropes-chains-stable-joints-stable-robotics-and-so-on
Make payment process easier,The process to receive the funds earned through Unity Ads monetization is rather confusing and a pain in the butt. I think you shoul... ,"Oct 03, 2015",72,Planned,https://feedback.unity3d.com/suggestions/make-payment-process-easier
Static Brown color to the Color class,Often I come to situation where I need brown color very fast. I don't think the brown color is better or worst than any other of col... ,"Nov 20, 2014",72,,https://feedback.unity3d.com/suggestions/static-brown-color-to-the-color-class
Package Management System,"Please integrate NuGet package management system instead of current plugin mess.

• http://msdn.microsoft.com/en-us/magazine/hh547... ","Jun 14, 2014",72,,https://feedback.unity3d.com/suggestions/package-management-system
Support for long versions of variable types in inspector,"Noted that the inspector currently does not display any variable that has the ""long"" modifier. Hence long int's, double and many oth... ","Aug 18, 2013",72,,https://feedback.unity3d.com/suggestions/support-for-long-versions-of-var
Graphics: GPU skinning,What the title says. Do mesh skinning on the GPU! ,"Apr 16, 2009",72,Completed,https://feedback.unity3d.com/suggestions/graphics-gpu-skinning
New Editor Interface Design,We have been using the same Editor Interface for years now. The layout of windows and buttons are great but the overall look needs a... ,"Feb 08, 2016",71,,https://feedback.unity3d.com/suggestions/new-editor-interface-design
Apex Destruction,Easily the most important thing I want in Unity that it doesn't already have is to integrate apex destruction. Apex destruction woul... ,"Mar 20, 2013",71,,https://feedback.unity3d.com/suggestions/apex-destruction
terrain: day and night cycles and improved shaders,there have been a lot of requests on the support of day and night cycles as far as the terrain engine is concerned. right now it is ... ,"Mar 29, 2010",71,,https://feedback.unity3d.com/suggestions/terrain-day-and-night-cycles-an
Moonlight/Silverlight support for 2D graphics,Increase the dependency on Mono to include Moonlight for the development of 2D graphics and basic UI. It would allow re-use of tools... ,"Jul 07, 2009",71,,https://feedback.unity3d.com/suggestions/moonlightsilverlight-support-fo
Ability to Show Progress on App Startup,Or just greatly reduce app startup time. ,"Apr 17, 2009",71,Planned,https://feedback.unity3d.com/suggestions/ability-to-show-progress-on-app-
Multiplayer Networking support from Unity 2.x,http://unity3d.com/support/resources/example-projects/networking-example ,"Apr 16, 2009",71,Completed,https://feedback.unity3d.com/suggestions/multiplayer-networking-support-f
Multiple Curves in Curve Editor Window,"I would like to be able to edit two curves in the same Curve Editor window simultaneously. Our team is trying to implement a ""Random... ","Jul 14, 2015",70,,https://feedback.unity3d.com/suggestions/multiple-curves-in-curve-editor-window
"Need viable, performant alternative for web publishing to handle NPAPI o...","As announced long ago, Google is now pulling the rug out from under us by phasing out NPAPI support in Chrome, thus killing Unity We... ","Apr 20, 2015",70,Completed,https://feedback.unity3d.com/suggestions/need-viable-performant-alternative-for-web-publishing-to-handle-npapi-obsolescence
iOS: Support for AVCaptureSessionPresetPhoto in WebCamTexture,"The AVCaptureSessionPresetPhoto preset uses the highest resolution setting available on the device's camera. 
This is the preferred... ","Aug 23, 2014",70,,https://feedback.unity3d.com/suggestions/ios-support-for-avcapturesessionpresetphoto-in-webcamtexture
Add Copy/Paste Keyframes on Animation Window,"Well, that is a given. I mean, when you want to repeat a certain position/rotation/scaling on the animator editor and you have to mo... ","Mar 05, 2014",70,Completed,https://feedback.unity3d.com/suggestions/add-copy-slash-paste-keyframes-on-animation-window
Graphics: Stencil Buffer access,"I would like Unity to provide access, maybe within the GL graphics library commands, to the stencil buffer of OpenGL/DX. The stencil... ","Apr 12, 2010",70,Completed,https://feedback.unity3d.com/suggestions/graphics-stencil-buffer-access
Add support for mesh topologies with adjacency information,"In DirectX10+, OpenGL 3.2+, OpenGL ES 3.2+, and Vulkan, geometry shaders allow for primitive topologies that contain adjacency infor... ","Apr 28, 2017",69,,https://feedback.unity3d.com/suggestions/add-support-for-mesh-topologies-with-adjacency-information
Ignore key input while typing in an inputField,"The former UI system has this feature, which can be really handy.
Now, with the new UI system, we have to add some more code to che... ","Sep 14, 2015",69,,https://feedback.unity3d.com/suggestions/ignore-key-input-while-typing-in-an-inputfield
Unity Sprite Expose mesh data ,"It will be really cool and really useful , if we can access Sprite mesh data . That will give us a lot of possibilities to extend 2D... ","Dec 03, 2013",69,Under review,https://feedback.unity3d.com/suggestions/unity-sprite-expose-mesh-data
Introduce TypeScript support with the view to phase out the non-standard...,"JavaScript is a widely known language with many IDEs available. Unity implementing it sounds great on paper, but what we have really... ","Feb 22, 2017",68,,https://feedback.unity3d.com/suggestions/introduce-typescript-support-with-the-view-to-phase-out-the-non-standard-javascript-implementation
HttpWebRequest default proxy support,"HttpWebRequest didn't visit via system default proxy in Editor and Android.

I know I can set HttpWebRequest.proxy manually to set... ","Oct 13, 2016",68,,https://feedback.unity3d.com/suggestions/httpwebrequest-default-proxy-support
Mechanim: Add Animator.CrossfadeExplicit to force a layer into a specifi...,Mechanim adds a lot of awesome features for things like configuration of blend trees but makes driving anything yourself out of the ... ,"Jun 02, 2016",68,,https://feedback.unity3d.com/suggestions/mechanim-add-animator-dot-crossfadeexplicit-to-force-a-layer-into-a-specific-blend-between-2-states
ASTC texture compression support for iOS,"On iOS9/Apple A8 and latter, iOS now supports ASTC texture compression.
https://developer.apple.com/library/ios/documentation/Misce... ","May 01, 2016",68,,https://feedback.unity3d.com/suggestions/astc-texture-compression-support-for-ios
Include request headers in WWW.LoadFromCacheOrDownload,"Currently, only the ""new WWW(...)"" constructor allows HTTP headers to be included in the request. WWW.LoadFromCacheOrDownload does n... ","Sep 29, 2015",68,,https://feedback.unity3d.com/suggestions/include-request-headers-in-www-dot-loadfromcacheordownload
"Reduction, compress animation API","Unity only support reduction, compress on FBX imported animation. Expose the API would benefits below cases
- Have lots existing an... ","Jul 06, 2012",68,,https://feedback.unity3d.com/suggestions/reduction-compress-animation-ap
"""Lock"" prefab instances to prevent overriding original prefab","Right now it's quite easy to accidentally override prefabs by hitting the apply button. I know it can be undone with ctrl+z, but the... ","Aug 17, 2016",67,,https://feedback.unity3d.com/suggestions/lock-prefab-instances-to-prevent-overriding-original-prefab
bring back the powered by unity splash screen,"ok so to start off with the ""Made with unity personal edition"" 
splash screen v.s the ""Powered by unity "" splash screen right off t... ","Dec 29, 2015",67,Declined,https://feedback.unity3d.com/suggestions/bring-back-the-powered-by-unity-splash-screen
Halo Component Accessible via script,"It would be great to access a halo component's color via script so it can be changed during runtime

The halo class/effect, not th... ","Dec 17, 2013",67,,https://feedback.unity3d.com/suggestions/halo-component-accessible-via-script
Allow Selection of Target Platform from Open Project Menu,"After cloning a repo, and opening a project for the first time in Unity, it should be possible to specify the target platform from t... ","Nov 19, 2013",67,,https://feedback.unity3d.com/suggestions/allow-selection-of-target-platform-from-open-project-menu
Avoid external link blocking,"As a unity fan, as a sponsor of unity games  I would like to continue with unity but I would like to avoid the problem in the future... ","Aug 01, 2013",67,Declined,https://feedback.unity3d.com/suggestions/avoid-external-link-blocking
Editor: auto-increment name on Duplicate/Copy in Hierarchy,"When duplicating or copy/pasting objects in the hierarchy pane (i.e. in the scene hierarchy), they always have the same name as the ... ","Apr 12, 2009",67,,https://feedback.unity3d.com/suggestions/editor-autoincrement-name-on-d
Increase the size of PlayerPrefs on WebGL,"PlayerPrefs uses IndexedDB and currently has a limit of 1MB, but IndexedDB allows much more than 1MB. Why not increase the limit? ","May 17, 2017",66,,https://feedback.unity3d.com/suggestions/increase-the-size-of-playerprefs-on-webgl
Access to final assemblies before they put in build,"Would be great to have an access from code to final assemblies, which are compiled with final conditions, e.g. with disabled UNITY_E... ","Apr 13, 2014",66,,https://feedback.unity3d.com/suggestions/access-to-final-assemblies-before-they-put-in-build
Access from code to 2d atlases,"Realy wanted tool is get sprite by name from atlas, just as it is done in 2d toolkit, or ngui. I can set atlas and get any necessary... ","Jan 14, 2014",66,,https://feedback.unity3d.com/suggestions/access-from-code-to-2d-atlases
free pro-version for non-commercial use,With a free pro-version of Unity everybody could learn to use the advanced features for his/her game. Many people would be encourage... ,"May 04, 2011",66,Completed,https://feedback.unity3d.com/suggestions/free-proversion-for-noncommerc
Vertex Data access for TextMesh,"Hello, the mighty Unity creators!

It would be nice to have the access to TextMesh vertex-data. For what? 
- Easy custom vertex colo... ","Feb 12, 2011",66,,https://feedback.unity3d.com/suggestions/vertex-data-access-for-textmesh
Use the GameObjectRecorder in the player,"Being able to record a scene not only in the editor, but also in the player (a.k.a. at runtime). ","Jul 13, 2017",65,,https://feedback.unity3d.com/suggestions/use-the-gameobjectrecorder-in-the-player
8 bones per vertex,"Enable Unity to use up to 8 bones per vertex in a skinned mesh, like Unreal Engine.

There are times when you want more control an... ","Mar 29, 2016",65,,https://feedback.unity3d.com/suggestions/8-bones-per-vertex
Windows Phone 8 / 10 Support,Would be nice to get a XAP file or similar sent out to the Windows phone. ,"Jun 09, 2015",65,,https://feedback.unity3d.com/suggestions/windows-phone-8-slash-10-support
Unity 5 Standard shader smoothness (Roughness) Map?,"A possibility for texture slot in smoothess(roughness) slot of the new PBS.

It is kind of a big deal designing surfaces.

http:... ","Mar 06, 2015",65,,https://feedback.unity3d.com/suggestions/unity-5-standard-shader-smoothness-roughness-map
"Terrain Editor / path to 2D, as UbiArt framework ","Examples:

https://www.youtube.com/watch?v=XoLpPw864eA&feature=youtu.be#t=2m27s
https://www.youtube.com/watch?v=y-chi097uV4#t=7m5... ","Jul 18, 2014",65,,https://feedback.unity3d.com/suggestions/terrain-editor-slash-path-to-2d-as-ubiart-framework
Allow adding of custom TextAsset extensions,"In the docs at http://unity3d.com/support/documenta...TextAsset.html only 5 file extensions are specified for TextAssets:

.txt 
.ht... ","Feb 15, 2013",65,,https://feedback.unity3d.com/suggestions/allow-adding-of-custom-textasset
Copy/Pase BlendTree,Currently BlendTree nodes do not support copy/paste within an Animator controller. This would be useful when working on nested blend... ,"Nov 05, 2016",64,,https://feedback.unity3d.com/suggestions/copy-slash-pase-blendtree
Include OpenCV native support,Integration of OpenCV in Unity is an interesting way to give the developers the ability to make awesome things with video and image ... ,"Mar 23, 2016",64,,https://feedback.unity3d.com/suggestions/include-opencv-native-support
Apple TV,Support the new Apple TV... ,"Sep 10, 2015",64,Completed,https://feedback.unity3d.com/suggestions/apple-tv
Improve the Cloth and add Fluid Feature,"Please add more scripts and features for cloth to create and use as we can find in other software such is Marvelous Designer, Maya e... ","Jun 26, 2015",64,,https://feedback.unity3d.com/suggestions/improve-the-cloth-and-add-fluid-feature
Images in Rich Text support for the new UI,Rich Text already allows you to build QUADS that display icons or something similar. Unfortunately that only works for TextMeshes an... ,"Mar 12, 2015",64,,https://feedback.unity3d.com/suggestions/images-in-rich-text-support-for-the-new-ui
[UI] Add autocomplete support on Input fields,"This would be really awesome if you could add autocomplete support for input fields.

Just to be clear, something like we specify ... ","Dec 22, 2014",64,,https://feedback.unity3d.com/suggestions/ui-add-autocomplete-support-on-input-fields
I can't drag together few animation events.,"When I created several animation events in animation editor, I can't drag them together. 
Before 4.3.0, it is possible, and maybe i... ","Aug 05, 2014",64,Completed,https://feedback.unity3d.com/suggestions/i-cant-drag-together-few-animation-events
Free license for a year,"A free license(Unity Pro, Android Basic, iPhone Basic at least ) for a year would allow more and more new-bie start-up devs to start... ","Feb 08, 2013",64,Declined,https://feedback.unity3d.com/suggestions/free-license-for-a-year
New Unity pricing strategy,"Hello everyone! As a longtime Unity fellow, I think that with Unity V4 has reached an important milestone and certainly needs to re-... ","Jul 02, 2012",64,Declined,https://feedback.unity3d.com/suggestions/new-unity-pricing-strategy
Lens flare fading mode,There needs to be different options for how a lens flare fades out. Currently it will start fading as soon as it's behind something.... ,"Jan 02, 2012",64,,https://feedback.unity3d.com/suggestions/lens-flare-fading-mode
realtime input (framerate independent),"Input should be framerate independent!

So either an multithreaded input queue with timestamps (independent of framerate) or allow... ","Dec 14, 2011",64,Started,https://feedback.unity3d.com/suggestions/realtime-input-framerate-indepe
create a TweenMax equivalent,"TweenMax is my favourite flash tweening lib: http://www.greensock.com/tweenmax/

I'd like to see Unity provide something similar.

O... ","Nov 23, 2010",64,,https://feedback.unity3d.com/suggestions/create-a-tweenmax-equivalent
Editor: Support Araxis Merge for Diff Tool,"1. fast
2. fully support unicode
3. powerful merge  ","Jul 30, 2010",64,,https://feedback.unity3d.com/suggestions/editor-support-araxis-merge-for
Sound Input Monitoring,Facility to monitor the microphone input level and the ability to record sound from the mic. ,"Apr 16, 2009",64,,https://feedback.unity3d.com/suggestions/sound-input-monitoring
Allow the option to choose Signature Scheme V1 for Android in Unity 2017,"In Unity 2017 android apks are signed using Signature Scheme V2, however if the app is a VR app for the Oculus Gear VR store it can ... ","Jul 27, 2017",63,Completed,https://feedback.unity3d.com/suggestions/allow-the-option-to-choose-signature-scheme-v1-for-android-in-unity-2017
Add ability to copy import settings,"Hello,
It would be nice to copy import settings and be able to select multiple other assets and paste import settings.
When you ad... ","Jun 28, 2017",63,,https://feedback.unity3d.com/suggestions/add-ability-to-copy-import-settings
Expose methods for manual collision checking,"There is currently no exposed API to manually check game objects for collisions, i.e. a method 

CollisionInfo info= Physics.Check... ","Jul 21, 2016",63,,https://feedback.unity3d.com/suggestions/expose-methods-for-manual-collision-checking
Password protection support for UNET,I feel that UNET is really missing password support. The ability to set a password before starting a server was extremely helpful fo... ,"Jul 07, 2016",63,,https://feedback.unity3d.com/suggestions/password-protection-support-for-unet
Vertex Color Lightmapping,"The option to bake lightmaps into certain objects' vertex colors comes with two benefits:
- Small objects like a pile of cans don't... ","May 14, 2015",63,,https://feedback.unity3d.com/suggestions/vertex-color-lightmapping
Public Tree Creator Data Variables ,"Make parameters of Tree Creator's ""Tree Data"" public.
They are visible and editable in inspector but ScriptableObject tree.data has... ","Apr 12, 2015",63,,https://feedback.unity3d.com/suggestions/public-tree-creator-data-variables
Show Line Numbers in Web Player Stack Trace,"When you build a ""development"" version of the web player, please include line numbers in the stack trace found in the log file. ","Sep 01, 2011",63,Declined,https://feedback.unity3d.com/suggestions/show-line-numbers-in-web-player-
Fast Double-click folder in project to open it in File Explorer,"Fast double-clicking files (cs, png, fbx, etc) currently opens them in relevant applications, would feel more consistent if this als... ","Jul 26, 2017",62,,https://feedback.unity3d.com/suggestions/fast-double-click-folder-in-project-to-open-it-in-file-explorer
Allow Sprite Packer atlas to be cached in cache server and/or work with ...,"Sprite packing on large projects is extremely slow. Currently atlases are local-only, since it is not common practice to include the... ","May 03, 2017",62,,https://feedback.unity3d.com/suggestions/allow-sprite-packer-atlas-to-be-cached-in-cache-server-and-slash-or-work-with-source-control
"Programming access to channels of Tracker Module formats (.XM, .MOD, etc.)","The tracker modules not only are very powerful in optimal usage of space, but by nature they can re-use parts of their song for loop... ","May 02, 2016",62,,https://feedback.unity3d.com/suggestions/programming-access-to-channels-of-tracker-module-formats-dot-xm-mod-etc-dot
Unity 5.3 IAP should support android samsung IAP.,"Unity 5.3 IAP should support android samsung IAP. Its basic in android, Google Play, Amazon and Samsung. Unibill has exactly the sam... ","Oct 18, 2015",62,Completed,https://feedback.unity3d.com/suggestions/unity-5-dot-3-iap-should-support-android-samsung-iap
[MercurialHG] Support for .hgsub (nested repositories),Our projects utilise multiple Hg repositories inside nested folders. We have experimented the Cloud Build and found that it does not... ,"Oct 01, 2015",62,,https://feedback.unity3d.com/suggestions/mercurialhg-support-for-hgsub-nested-repositories
Improve the Design of Native VR Integration,"Short summary: Replace the ""check a checkbox"" approach which is really limiting with a proper component based approach that works li... ","Jul 22, 2015",62,,https://feedback.unity3d.com/suggestions/improve-the-design-of-native-vr-integration
Transform.LookAt2D,"Transform.LookAt simply does not work for the 2D environment. It points the Z-axis, typically causing a sprite to be edge-on and inv... ","Jun 26, 2014",62,,https://feedback.unity3d.com/suggestions/transform-dot-lookat2d
Allow EdgeCollider2D vertex editing to be manipulated with global Snap s...,"Not having the ability to move the points by your global defined Snap settings, nor manually set their position through the inspecto... ","Jan 21, 2014",62,,https://feedback.unity3d.com/suggestions/allow-edgecollider2d-vertex-editing-to-be-manipulated-with-global-snap-settings
Tiled sprite/background,"First of all - i'd like to say Congratulations on finally making native support for 2d, (which is obviously base for upcoming UGUI).... ","Nov 23, 2013",62,Planned,https://feedback.unity3d.com/suggestions/tiled-sprite-slash-background
Add scaling to Mecanim root motion on AnimatorController,"When you scale a model in the editor, Mecanim will not scale the motion, so anything that is not scaled at 1:1 will ""slide"" while wa... ","Jul 02, 2013",62,,https://feedback.unity3d.com/suggestions/add-scaling-to-mecanim-root-moti
Text: TTF font render support,"Currently Unity only support the rendering of bitmap fonts. You can load TTF fonts, but they will be converted to a bitmap. The bigg... ","Jul 01, 2009",62,Completed,https://feedback.unity3d.com/suggestions/text-ttf-font-render-support
Video: Native Quicktime movie playback,"At this moment everything in unity which is video related is transcoded to ogg theora. While this technique is freely usable, ist ce... ","Apr 09, 2009",62,,https://feedback.unity3d.com/suggestions/video-native-quicktime-movie-pl
"Turn off android's fullscreen keyboard mode, please!","There's currently no possibility to turn off the fullscreen keyboard mode when the keyboard opens in landscape mode on android.

B... ","Feb 10, 2016",61,,https://feedback.unity3d.com/suggestions/turn-off-androids-fullscreen-keyboard-mode-please
Reorder events on event listeners fields,"Currently, there is no way to reorder the events on the event listeners field and that would be very nice! ","Sep 26, 2014",61,,https://feedback.unity3d.com/suggestions/reorder-events-on-event-listeners-fields
Affiliate/referral Commission Structure,Most marketplaces give users a cut of the revenue when they refer a buyer. This creates big incentive for people like me to send peo... ,"Sep 12, 2014",61,Completed,https://feedback.unity3d.com/suggestions/affiliate-slash-referral-commission-structure
Support non-contiguous custom font textures,"Actually, it is impossible to import a optimized font texture into Unity and set each character coordinates and properties (height, ... ","Sep 30, 2010",61,Completed,https://feedback.unity3d.com/suggestions/support-noncontiguous-custom-fo
Animation Dopesheet needs Y axis zoom for keyframed Sprite animation,"When working with simple keyframed spritesheets, it's very difficult to see the sequence of frames that have been placed. The only w... ","Aug 24, 2016",60,,https://feedback.unity3d.com/suggestions/animation-dopesheet-needs-y-axis-zoom-for-keyframed-sprite-animation
Online service for lightmap,"Hi, I notice that many of game developers do not have really large high performance system where they can bake lightmap at high reso... ","Jan 04, 2016",60,,https://feedback.unity3d.com/suggestions/online-service-for-lightmap
Important for Locally Social VR / Splitscreen Multiplayer: Multiple Audi...,"When there's several people playing a VR game with a single HMD that they pass around, it's pretty cool to show something that's int... ","Sep 15, 2015",60,,https://feedback.unity3d.com/suggestions/important-for-locally-social-vr-slash-splitscreen-multiplayer-multiple-audio-outs
"Add exposed properties to Text Meshes to turn on back-face culling, dept...","The default 3D Text GameObject in Unity is worthless for most purposes due to its counter-intuitive default behaviors. 

- 3D text... ","Jul 09, 2015",60,,https://feedback.unity3d.com/suggestions/add-exposed-properties-to-text-meshes-to-turn-on-back-face-culling-depth-based-rendering
Fix animation paths when reparenting within an animation hierarchy,"
Sometimes after creating several animations, you find a need to reparent some of the children, but this causes the animations to b... ","Jun 10, 2014",60,,https://feedback.unity3d.com/suggestions/fix-animation-paths-when-reparenting-within-an-animation-hierarchy
The Ability To Buy Pro Features As Expansions,"To be able to purchase unity pro features individually.

Price is a main factor when purchasing the Pro engine depending on what y... ","Jun 04, 2013",60,Declined,https://feedback.unity3d.com/suggestions/the-ability-to-buy-pro-features-
Water/Fluid Simulation,"Hello and good day! I've been making some research in the Internet about water physics/simulation effect. Like this for example, /wa... ","Jul 10, 2012",60,,https://feedback.unity3d.com/suggestions/waterfluid-simulation
Character Controller Box Collider option,2d platformer game development would be SO much easier if only we could switch between capsule and box colliders for Character contr... ,"Mar 05, 2012",60,,https://feedback.unity3d.com/suggestions/character-controller-box-collide
Editor: Sorting in Project Window,"For windows users, the most common sorting in most applications sorts folders and files in the same window separately, i.e. when sor... ","Aug 03, 2009",60,,https://feedback.unity3d.com/suggestions/editor-sorting-in-project-windo
DLC support,Native Downloadable Content support. ,"Nov 11, 2009",60,Completed,https://feedback.unity3d.com/suggestions/dlc-support
Add ability to enable/disable analytics from code,"I would like a property that I can set in code that specifies whether to enable or disable analytics.  For example, I may want to di... ","Sep 28, 2016",59,,https://feedback.unity3d.com/suggestions/add-ability-to-enable-slash-disable-analytics-from-code
Add new parameters for tileset slicing,"In menu [Sprite Editor -> Slice -> Grid] I suggest to add two additional parameters:

1. A starting number for sprite names. In th... ","Oct 15, 2014",59,,https://feedback.unity3d.com/suggestions/add-new-parameters-for-tileset-slicing
Please add the ability to disable automatic culling on particle systems,"Hi All,

I have now encountered the same issue so many already encountered. In my case I am using a particle system to generate a ... ","Oct 06, 2014",59,,https://feedback.unity3d.com/suggestions/please-add-the-ability-to-disable-automatic-culling-on-particle-systems
