title,start_date,votes,replies,url
What is required from a device to be read in a WebcamTexture?,"Dec 17, 2016 11:09:57 PM",5,0,https://answers.unity3d.com/questions/240796/what-is-required-from-a-device-to-be-read-in-a-web.html
Is it possible to use LoadLevelAsync and then wait?,"Jan 7, 2015 5:07:45 PM",5,2,https://answers.unity3d.com/questions/238015/is-it-possible-to-use-loadlevelasync-and-the-wait.html
BuildPipeline.BuildPlayer misnames .pbxuser file,"Nov 6, 2014 12:03:12 PM",5,3,https://answers.unity3d.com/questions/236443/buildpipelinebuildplayer-misnames-pbxuser-file.html
Execute Code When Component Added,"Jul 27, 2017 5:24:12 AM",5,4,https://answers.unity3d.com/questions/235514/execute-code-when-component-added.html
Animation Editor - 'Relative' animation positions,"Aug 19, 2016 7:02:38 PM",5,3,https://answers.unity3d.com/questions/234957/animation-editor-relative-animation-positions.html
Sand Effect Deformation,"Aug 30, 2013 12:34:24 PM",5,2,https://answers.unity3d.com/questions/233975/sand-effect-deformation.html
SerializedProperty for Enum with EnumPopup,"Jun 15, 2017 2:06:18 PM",5,5,https://answers.unity3d.com/questions/231830/serializedproperty-for-enum-with-enumpopup.html
Hold or Wait while Coroutine finishes,"Jun 25, 2017 10:02:29 PM",5,5,https://answers.unity3d.com/questions/228150/hold-or-wait-while-coroutine-finishes.html
Can a Texture2D be created at runtime from a snapshot of a RenderTexture?,"May 28, 2012 7:58:12 PM",5,3,https://answers.unity3d.com/questions/227280/create-a-texture2d-dynamically-from-a-screenshot-o.html
How to remove project from the Project Wizard,"Oct 24, 2017 8:06:55 PM",5,4,https://answers.unity3d.com/questions/220108/how-to-remove-project-from-the-project-wizard.html
Why can't the Physics Locomotion System walk up stairs/inclines?,"Feb 27, 2012 11:04:59 AM",5,2,https://answers.unity3d.com/questions/220106/why-isnt-the-physics-locomotion-system-working-wit.html
How to know if a GameObject is a prefab?,"Aug 15, 2017 5:08:41 PM",5,9,https://answers.unity3d.com/questions/218429/how-to-know-if-a-gameobject-is-a-prefab.html
How do I make the camera zoom in and out with the mouse wheel?,"Jan 9, 2017 12:12:44 AM",5,3,https://answers.unity3d.com/questions/218347/how-do-i-make-the-camera-zoom-in-and-out-with-the.html
Animations ignore TimeScale,"Feb 12, 2017 11:04:40 AM",5,7,https://answers.unity3d.com/questions/217351/animations-ignore-timescale.html
How to make a game in multi-languages version?,"Oct 14, 2017 12:43:16 PM",5,9,https://answers.unity3d.com/questions/215364/how-to-make-a-game-in-multi-languages-version.html
background music,"Jun 10, 2016 5:05:07 PM",5,4,https://answers.unity3d.com/questions/211167/background-music.html
Better water for Unity 3.3 free?,"Jan 3, 2014 12:06:00 AM",5,5,https://answers.unity3d.com/questions/207865/better-water-for-unity-33-free.html
Game and Level State Logic,"Jan 10, 2012 6:00:30 PM",5,1,https://answers.unity3d.com/questions/203709/game-and-level-state-logic.html
Is CompareTag better than gameObject.tag performance wise?,"Jun 10, 2017 6:50:08 AM",5,3,https://answers.unity3d.com/questions/200820/is-comparetag-better-than-gameobjecttag-performanc.html
Hide/Show properties dynamically in inspector.,"Jan 11, 2017 9:21:55 PM",5,3,https://answers.unity3d.com/questions/192895/hideshow-properties-dynamically-in-inspector.html
Wrapping a Textmesh text,"Mar 2, 2017 6:44:37 AM",5,5,https://answers.unity3d.com/questions/190800/wrapping-a-textmesh-text.html
Having more than one collider in a GameObject?,"Jul 18, 2017 3:15:03 AM",5,6,https://answers.unity3d.com/questions/188775/having-more-than-one-collider-in-a-gameobject.html
How do teams work on projects?,"Jan 13, 2017 7:06:11 PM",5,2,https://answers.unity3d.com/questions/186421/how-do-teams-work-on-projects.html
"""Real Memory"" isn't freed when changing scene on iOS","Oct 23, 2014 12:31:37 AM",5,3,https://answers.unity3d.com/questions/181543/real-memory-isnt-freed-when-changing-scene-on-ios.html
Input.mousePosition equivalent to first finger touch?,"Apr 25, 2017 4:12:45 PM",5,3,https://answers.unity3d.com/questions/180987/inputmouseposition-equivalent-to-first-finger-touc.html
Any way to hide MonoBehaviour script in component menu?,"Feb 14, 2014 4:09:46 AM",5,1,https://answers.unity3d.com/questions/180816/any-way-to-hide-monobehaviour-script-in-component.html
Debug Wrapper Class,"Sep 17, 2016 8:09:59 PM",5,5,https://answers.unity3d.com/questions/176422/debug-wrapper-class.html
3D->2D sound in MovieTexture,"Oct 11, 2011 10:22:15 AM",5,0,https://answers.unity3d.com/questions/175426/3d-2d-sound-in-movietexture.html
How to keep Unity rendering when focus is not set to game window,"Apr 14, 2015 5:27:19 PM",5,4,https://answers.unity3d.com/questions/173325/how-to-keep-unity-rendering-when-focus-is-not-set.html
Show Vector3 full float value in Debug,"Nov 30, 2016 5:37:29 AM",5,1,https://answers.unity3d.com/questions/173094/show-vector3-full-float-value.html
Angry Bots documentation,"Jun 22, 2013 7:47:18 PM",5,1,https://answers.unity3d.com/questions/170535/angry-bots-documentation.html
Euler angle problems with rotation limit script,"Sep 5, 2017 7:13:20 PM",5,3,https://answers.unity3d.com/questions/169197/euler-angle-problems-with-rotation-limit-script.html
Bulletproof way to do resolution independant GUI scaling?,"Dec 21, 2015 9:54:09 PM",5,2,https://answers.unity3d.com/questions/169056/bulletproof-way-to-do-resolution-independant-gui-s.html
Point Light not acting correctly,"Oct 9, 2013 5:11:26 PM",5,2,https://answers.unity3d.com/questions/167967/point-light-not-acting-correcyl.html
Vector3.ToString,"Jul 5, 2017 10:05:34 AM",5,3,https://answers.unity3d.com/questions/167622/vector3tostring.html
Karma Catch-22,"Mar 23, 2012 2:51:44 AM",5,2,https://answers.unity3d.com/questions/165482/karma-catch-22.html
what is #pragma,"Jun 10, 2013 3:32:20 PM",5,1,https://answers.unity3d.com/questions/163145/what-is-pragma.html
Start/Stop Playmode from editor script,"Jan 23, 2017 2:42:24 PM",5,8,https://answers.unity3d.com/questions/161858/startstop-playmode-from-editor-script.html
Unity 3.3 vs Unity 3.4,"Oct 25, 2011 11:52:18 PM",5,3,https://answers.unity3d.com/questions/160871/unity-33-vs-unity-34.html
Build Player from Command Line,"Jan 12, 2013 4:06:47 AM",5,2,https://answers.unity3d.com/questions/157988/build-player-from-command-line.html
Why is Search on UnityAnswers so bad?,"Aug 28, 2011 1:52:15 AM",5,4,https://answers.unity3d.com/questions/152320/why-is-search-on-unityanswers-so-bad.html
Only recompile scripts instead of full build?,"Aug 4, 2017 11:17:07 AM",5,3,https://answers.unity3d.com/questions/152092/only-recompile-scripts-instead-of-full-build.html
"How do I put a ""Rate game"" button?","Sep 9, 2017 8:37:04 PM",5,5,https://answers.unity3d.com/questions/151775/how-do-i-put-a-quotrate-gamequot-button.html
How expensive are coroutines on iPhone?,"Jun 17, 2014 8:42:26 PM",5,3,https://answers.unity3d.com/questions/151013/how-expensive-are-coroutines-on-iphone.html
Any way to change Editor navigation speed?,"Jul 29, 2011 11:56:42 PM",5,1,https://answers.unity3d.com/questions/149372/any-way-to-change-editor-navigation-speed.html
Can't vote any more,"Feb 11, 2013 7:15:14 PM",5,1,https://answers.unity3d.com/questions/149232/cant-vote-any-more.html
Unity 3.4 UniSciTE: go-to-error-line-number broken?,"Oct 11, 2012 9:25:56 PM",5,2,https://answers.unity3d.com/questions/148862/unity-34-uniscite-go-to-line-error-number-broken.html
"Can someone explain 'Using ..."" and ""MonoBehaviour"" in C#","Feb 24, 2015 3:38:03 AM",5,6,https://answers.unity3d.com/questions/147193/can-someone-explain-using-quot-and-quotmonobehavio.html
PlayerPrefs saving,"Jul 24, 2011 2:16:41 PM",5,1,https://answers.unity3d.com/questions/146077/playerprefs-saving.html
retagging all questions? (do you want me to stop?),"Aug 31, 2011 3:26:35 PM",5,8,https://answers.unity3d.com/questions/145498/should-i-stop.html
Tag-Management? Conventions for editing and re-tagging?,"Aug 4, 2011 3:38:08 PM",5,5,https://answers.unity3d.com/questions/143949/tag-management-conventions-for-edditing-and-re-tag.html
Why does the character controller get stuck?,"May 25, 2014 9:29:54 PM",5,1,https://answers.unity3d.com/questions/143773/why-does-the-character-controller-get-stuck.html
Wormhole Tunnel Effect,"Aug 19, 2011 9:25:06 AM",5,4,https://answers.unity3d.com/questions/142106/wormhole-tunnel-effect.html
Creating a plane mesh directly from code,"Jan 30, 2017 10:37:51 AM",5,4,https://answers.unity3d.com/questions/139808/creating-a-plane-mesh-directly-from-code.html
Read Command Line Arguments,"Sep 22, 2016 10:47:49 PM",5,4,https://answers.unity3d.com/questions/138715/read-command-line-arguments.html
Creating Cubes with Jagged Edges,"Aug 10, 2012 2:47:19 PM",5,3,https://answers.unity3d.com/questions/133941/creating-cubes-with-jagged-edges.html
Question wanted dead or alive,"Jun 19, 2011 9:56:15 PM",5,1,https://answers.unity3d.com/questions/131808/question-wanted-dead-or-alive.html
Vector3 comparison,"May 8, 2014 6:12:11 AM",5,2,https://answers.unity3d.com/questions/131624/vector3-comparison.html
Is it possible to cache next level before loading it with LoadLevelAsync()?,"Jun 29, 2011 7:16:52 PM",5,1,https://answers.unity3d.com/questions/129337/is-it-possible-to-cache-next-level-before-loading.html
How do I get into my StreamingAssets folder from the various platforms?,"Jun 28, 2017 4:34:44 PM",5,5,https://answers.unity3d.com/questions/126578/how-do-i-get-into-my-streamingassets-folder-from-t.html
Procedural Terrain?,"May 13, 2015 2:43:59 PM",5,3,https://answers.unity3d.com/questions/123504/procedural-terrain.html
C# Floating Point Confusion,"Sep 20, 2014 7:52:53 AM",5,8,https://answers.unity3d.com/questions/121304/c-floating-point-confusion.html
How do I have an EditorWindow save it's data inbetween opening and closing Unity? C#,"Mar 27, 2017 3:01:22 PM",5,4,https://answers.unity3d.com/questions/119978/how-do-i-have-an-editorwindow-save-its-data-inbetw.html
Log-In not working / name change since migration,"Apr 12, 2012 6:42:30 AM",5,2,https://answers.unity3d.com/questions/118303/log-in-not-working-name-change-since-migration.html
Creative way to attract particles,"Aug 25, 2015 8:22:58 PM",5,5,https://answers.unity3d.com/questions/64932/creative-way-to-attract-particles.html
How to inspect non-MonoBehaviour classes in the debugger,"Jul 14, 2014 1:24:31 PM",5,1,https://answers.unity3d.com/questions/64074/how-to-inspect-non-monobehaviour-classes-in-the-de.html
Rotate around a point,"Sep 9, 2017 2:19:30 PM",5,2,https://answers.unity3d.com/questions/62059/rotate-around-a-point.html
".exe (Standalone) builds & executes on development PC, but no where else (consumes a .net SOAP web service)","Nov 1, 2012 5:07:13 PM",5,1,https://answers.unity3d.com/questions/61948/exe-standalone-builds-executes-on-development-pc-b.html
"warning CS0649: Field is never assigned to, and will always have its default value `null'","Jul 19, 2017 3:00:38 AM",5,6,https://answers.unity3d.com/questions/60461/warning-cs0649-field-is-never-assigned-to-and-will.html
Microsoft vs Mono C# compiler initialisation differences. Is this a bug in Mono?,"Sep 14, 2012 9:57:57 PM",5,2,https://answers.unity3d.com/questions/59530/microsoft-vs-mono-c-compiler-initialisation-differ.html
Is System.Collections.Concurrent or equivalent supported?,"Jan 29, 2016 3:04:23 AM",5,2,https://answers.unity3d.com/questions/59446/is-systemcollectionsconcurrent-or-equivalent-suppo.html
"Mac Keys not showing up, or very strangely...","Sep 26, 2011 5:48:53 PM",5,2,https://answers.unity3d.com/questions/57147/mac-keys-not-showing-up-or-very-strangely.html
Script acts differently since upgrade to Unity 3,"Jul 18, 2011 8:44:18 PM",5,5,https://answers.unity3d.com/questions/56897/script-acts-differently-since-upgrade-to-unity-3.html
How to ShereCast consistently from a rotating object,"Apr 11, 2011 7:05:42 PM",5,5,https://answers.unity3d.com/questions/56775/how-to-sherecast-consistently-from-a-rotating-obje.html
Unity on Linux Ubuntu 10.10,"Jul 14, 2014 1:22:16 PM",5,1,https://answers.unity3d.com/questions/55946/unity-on-linux-ubuntu-1010.html
Objects in scene still visible with no lighting?,"Mar 31, 2011 5:41:37 PM",5,2,https://answers.unity3d.com/questions/55673/objects-in-scene-still-visible-with-no-lighting.html
Movement and animation,"Mar 29, 2011 3:27:24 PM",5,1,https://answers.unity3d.com/questions/55126/movement-and-animation.html
Change parent of GameObject C#,"Nov 1, 2017 2:38:43 AM",5,1,https://answers.unity3d.com/questions/55068/change-parent-of-gameobject-c.html
Change Visual Studio Solution generated by Unity,"Feb 4, 2015 8:44:26 PM",5,2,https://answers.unity3d.com/questions/54177/change-visual-studio-solution-generated-by-unity.html
PlayerPrefs not saving on Android Phone,"Aug 14, 2014 7:37:44 PM",5,1,https://answers.unity3d.com/questions/52391/playerprefs-not-saving-on-android-phone.html
Tools to profile memory usage,"May 14, 2013 4:30:13 AM",5,1,https://answers.unity3d.com/questions/52370/tools-to-profile-memory-usage.html
How to write a basic pathfinding script,"Jan 29, 2014 10:22:04 PM",5,4,https://answers.unity3d.com/questions/52232/how-to-write-a-basic-pathfinding-script.html
Can I declare properties in JS?,"Dec 11, 2011 6:11:38 PM",5,1,https://answers.unity3d.com/questions/51910/can-i-declare-properties-in-js.html
Animation position problem,"Jun 9, 2017 8:58:32 PM",5,5,https://answers.unity3d.com/questions/51178/animation-position-problem.html
parenting instantiated object,"Feb 24, 2011 5:48:56 PM",5,2,https://answers.unity3d.com/questions/49288/parenting-instantiated-object.html
Accessing JavaScript variable from C# and vice versa.,"Dec 23, 2016 5:39:47 AM",5,3,https://answers.unity3d.com/questions/48874/accessing-javascript-variable-from-c-and-vice-vers.html
Pausing an animation,"Jun 26, 2017 7:57:13 AM",5,3,https://answers.unity3d.com/questions/48077/pausing-an-animation.html
Custom brushes in Unity 3 Terrain Editor,"Feb 15, 2011 10:30:04 PM",5,1,https://answers.unity3d.com/questions/47855/custom-brushes-in-unity-3-terrain-editor.html
Can WWW do relative URLs?,"May 31, 2016 9:40:39 PM",5,1,https://answers.unity3d.com/questions/47533/can-www-do-relative-urls.html
Forcing OpenGL in the Web Player,"Jul 14, 2014 1:21:35 PM",5,1,https://answers.unity3d.com/questions/46812/forcing-opengl-in-the-web-player.html
Painting on a texture without crossing mesh triangle.,"Dec 18, 2014 3:54:06 PM",5,1,https://answers.unity3d.com/questions/46788/painting-on-a-texture-without-crossing-mesh-triang.html
Unity 3 - Sending Email with C#,"Mar 7, 2016 1:48:39 PM",5,5,https://answers.unity3d.com/questions/46752/unity-3-sending-email-with-c.html
What is the difference between a prefab and a gameobject?,"Jul 7, 2017 9:58:48 AM",5,7,https://answers.unity3d.com/questions/46124/what-is-the-difference-between-a-prefab-and-a-game.html
c# optional parameters,"Nov 20, 2016 1:40:28 PM",5,4,https://answers.unity3d.com/questions/45007/c-optional-parameters.html
How to scale a parent without scaling children?,"Sep 8, 2017 1:14:40 PM",5,4,https://answers.unity3d.com/questions/44641/how-to-scale-a-parent-without-scaling-children.html
Difference between List and Array[],"Jan 19, 2011 9:30:17 PM",5,2,https://answers.unity3d.com/questions/43709/difference-between-list-and-array.html
OnInspectorGUI - Using the default Object Selection popup.,"Jan 19, 2011 4:39:59 PM",5,1,https://answers.unity3d.com/questions/43611/oninspectorgui-using-the-default-object-selection.html
What are pairs?,"Aug 11, 2014 4:38:48 PM",5,2,https://answers.unity3d.com/questions/43599/what-are-pairs.html
how to make a game object a child of antohter while game is playing,"Dec 16, 2015 8:21:27 PM",5,2,https://answers.unity3d.com/questions/43011/how-to-make-a-game-object-a-child-of-antohter-whil.html
Can you define a jagged Generic List in UnityScript?,"Jan 29, 2012 3:13:41 PM",5,1,https://answers.unity3d.com/questions/42716/can-you-define-a-jagged-generic-list-in-unityscrip.html
Semitransparent GUI Buttons,"Mar 5, 2012 10:23:14 PM",5,3,https://answers.unity3d.com/questions/42593/semitransparent-gui-buttons.html
how to make a shader that only shows the shadow while the rest becomes completly transparent?,"Jul 12, 2017 4:49:03 PM",5,4,https://answers.unity3d.com/questions/42494/how-to-make-a-shader-that-only-shows-the-shadow-wh.html
How to Randomly Change the Intensity of a Point Light with a Script,"Aug 17, 2015 7:26:22 PM",5,4,https://answers.unity3d.com/questions/41931/how-to-randomly-change-the-intensity-of-a-point-li.html
How can I determine when user presses enter in an editor text field?,"Jul 3, 2013 4:09:48 PM",5,2,https://answers.unity3d.com/questions/41841/how-can-i-determine-when-user-presses-enter-in-an.html
Unity Kongregate API Problem,"Jan 7, 2011 7:27:23 PM",5,3,https://answers.unity3d.com/questions/41795/unity-kongregate-api-problem.html
list of features that are BAD for iOS (iphone),"Sep 10, 2012 4:34:06 AM",5,5,https://answers.unity3d.com/questions/41680/list-of-features-that-are-bad-for-ios-iphone.html
How to get to the Editor to display a child's World Position?,"Sep 14, 2017 10:42:50 AM",5,2,https://answers.unity3d.com/questions/39360/how-to-get-to-the-editor-to-display-a-childs-world.html
How do you change meshes between different target platforms?,"Nov 1, 2011 4:47:17 AM",5,2,https://answers.unity3d.com/questions/39151/how-do-you-change-meshes-between-different-target.html
Questions about Unity Answers,"Dec 19, 2010 10:25:23 AM",5,1,https://answers.unity3d.com/questions/38829/questions-about-unity-answers.html
"SendMessage , how can i send two parameter","Sep 28, 2016 11:23:09 PM",5,3,https://answers.unity3d.com/questions/38682/sendmessage-how-can-i-send-two-parameter.html
Is List as fast to access as a standard array?,"Dec 20, 2011 7:20:54 AM",5,4,https://answers.unity3d.com/questions/38479/is-listt-as-fast-to-access-as-a-standard-array.html
"How can I fix error ""ApplicationException: Unable to find a suitable compiler""?","Sep 11, 2016 2:25:11 AM",5,4,https://answers.unity3d.com/questions/38447/how-can-i-fix-error-applicationexception-unable-to.html
How to know where a particular script is being used?,"Jul 21, 2016 9:25:35 PM",5,3,https://answers.unity3d.com/questions/38435/how-to-know-where-a-particular-script-is-being-use.html
How do I display Chinese in Unity?,"Sep 26, 2015 4:10:08 PM",5,6,https://answers.unity3d.com/questions/38272/how-do-i-display-chinese-in-unity.html
Android Plugin and permissions,"Jul 27, 2015 5:00:01 PM",5,2,https://answers.unity3d.com/questions/38222/android-plugin-and-permissions.html
2D Parallax Background,"Jul 3, 2014 2:39:46 PM",5,4,https://answers.unity3d.com/questions/37974/2d-parallax-background.html
Turning the Particle System on and off,"Jan 5, 2017 7:16:20 PM",5,7,https://answers.unity3d.com/questions/37875/turning-the-particle-system-on-and-off.html
RPC calls to a specific client?,"Oct 19, 2012 6:57:51 AM",5,1,https://answers.unity3d.com/questions/37349/rpc-calls-to-a-specific-client.html
Login System Using XML Server/Client,"Dec 9, 2010 4:57:29 AM",5,1,https://answers.unity3d.com/questions/36756/login-system-using-xml-serverclient.html
Disable Frustum Culling?,"Sep 12, 2017 11:05:29 AM",5,10,https://answers.unity3d.com/questions/36446/disable-frustum-culling.html
Count the number of objects with a certain tag?,"Jun 9, 2015 11:04:32 AM",5,1,https://answers.unity3d.com/questions/35825/count-the-number-of-objects-with-a-certain-tag.html
A Few SpriteManager Questions.....,"Nov 24, 2010 12:16:12 AM",5,1,https://answers.unity3d.com/questions/35188/a-few-spritemanager-questions.html
My object falls through terrain.,"Jan 5, 2015 4:22:38 PM",5,8,https://answers.unity3d.com/questions/35010/my-object-falls-through-terrain.html
custom ObjectField ? like @CustomEditor,"Nov 22, 2010 6:31:42 AM",5,1,https://answers.unity3d.com/questions/34931/custom-objectfield-like-customeditor.html
Unicode Character Unity iPhone,"Sep 29, 2011 12:07:12 PM",5,4,https://answers.unity3d.com/questions/34742/unicode-character-unity-iphone.html
Detecting MouseUp event when the mouse is not over an EditorWindow,"Jul 17, 2017 12:42:54 AM",5,1,https://answers.unity3d.com/questions/34694/detecting-mouseup-event-when-the-mouse-is-not-over.html
How to load Assets as GameObjects?,"Nov 20, 2010 12:53:18 AM",5,1,https://answers.unity3d.com/questions/34685/how-to-load-assets-as-gameobjects.html
Platform strings used in SetPlatformTextureSettings(),"Jan 5, 2012 2:17:01 AM",5,2,https://answers.unity3d.com/questions/34643/platform-strings-used-in-setplatformtexturesetting.html
How can I add volumetric lighting to a spotlight?,"Mar 7, 2014 12:08:03 PM",5,4,https://answers.unity3d.com/questions/34288/how-can-i-add-volumetric-lighting-to-a-spotlight.html
DontDestroyOnLoad - is it intended behavior?,"Dec 5, 2016 7:42:28 AM",5,3,https://answers.unity3d.com/questions/34185/dontdestroyonload-is-it-intended-behavior.html
Button in EditorGUI / ScriptableWizard?,"Nov 9, 2011 6:19:55 AM",5,1,https://answers.unity3d.com/questions/33620/button-in-editorgui-scriptablewizard.html
Ideas for Animating while Paused?,"Feb 26, 2016 6:24:59 AM",5,9,https://answers.unity3d.com/questions/32753/ideas-for-animating-while-paused.html
The checkbox in the top left of the inspector.,"Dec 1, 2014 10:35:57 AM",5,2,https://answers.unity3d.com/questions/32513/the-checkbox-in-the-top-left-of-the-inspector.html
C# Question - Do I Have to inherit from MonoBehaviour? What happens if I don't?,"Oct 30, 2010 2:41:24 PM",5,2,https://answers.unity3d.com/questions/32158/c-question-do-i-have-to-inherit-from-monobehaviour.html
Steam SDK for Unity,"Jan 27, 2015 5:26:14 PM",5,2,https://answers.unity3d.com/questions/32069/steam-sdk-for-unity.html
first person controller prefab,"Dec 7, 2016 8:58:40 PM",5,6,https://answers.unity3d.com/questions/31290/first-person-controller-prefab.html
How to detect Mouse over gui and guilayout elements?,"Nov 15, 2014 6:22:03 PM",5,4,https://answers.unity3d.com/questions/30842/how-to-detect-mouse-over-gui-and-guilayout-element.html
Copy a resource file to build directory?,"Oct 4, 2017 7:13:24 AM",5,3,https://answers.unity3d.com/questions/30504/copy-a-resource-file-to-build-directory.html
Is there a way to detect a retina display?,"Apr 14, 2017 8:11:04 PM",5,6,https://answers.unity3d.com/questions/30183/is-there-a-way-to-detect-a-retina-display.html
Best practice for object communication,"Oct 13, 2010 8:45:11 PM",5,3,https://answers.unity3d.com/questions/30075/best-practice-for-object-communication.html
How can i assign prefab to variable without drag & drop from project to inspector.,"Jul 9, 2014 5:23:52 PM",5,2,https://answers.unity3d.com/questions/29876/how-can-i-assign-prefab-to-variable-without-drag-d.html
"Prefab SerializedProperty weird error, bug?","Apr 19, 2012 5:59:40 PM",5,2,https://answers.unity3d.com/questions/29486/prefab-serializedproperty-weird-error-bug.html
Difference between Opengl ES1.1 / 2.0 (armv6 armv7)?,"Dec 10, 2012 12:10:04 AM",5,1,https://answers.unity3d.com/questions/28140/difference-between-opengl-es11-20-armv6-armv7.html
Finding adjacent tiles in a grid,"Sep 23, 2010 4:51:57 AM",5,1,https://answers.unity3d.com/questions/27920/finding-adjacent-tiles-in-a-grid.html
getting prefabs form project to another,"Oct 2, 2016 2:02:49 PM",5,2,https://answers.unity3d.com/questions/27745/getting-prefabs-form-project-to-another.html
Check object for motion,"Aug 3, 2016 12:17:08 PM",5,1,https://answers.unity3d.com/questions/26856/check-object-for-motion.html
How do I detect if a game object exist?,"Jul 13, 2017 9:26:10 AM",5,4,https://answers.unity3d.com/questions/26596/how-do-i-detect-if-a-game-object-exist.html
Camera Record...,"Jan 13, 2015 3:17:10 PM",5,6,https://answers.unity3d.com/questions/26401/camera-record.html
Instantiate a prefab inside a hiearcy,"Dec 3, 2014 1:05:29 PM",5,1,https://answers.unity3d.com/questions/26200/instantiate-a-prefab-inside-a-hiearcy.html
Weird line in my grass textures?,"Nov 18, 2016 3:03:52 PM",5,6,https://answers.unity3d.com/questions/25953/weird-line-in-my-grass-textures.html
What is the function of the #pragma commands,"Dec 27, 2010 9:20:13 PM",5,1,https://answers.unity3d.com/questions/25570/what-is-the-function-of-the-pragma-commands.html
Selected object not highlighted in hierarchy pane,"Sep 5, 2017 2:27:53 AM",5,3,https://answers.unity3d.com/questions/24869/selected-object-not-highlighted-in-hierarchy-pane.html
Do game portals usually ask for exclusive rights to a title?,"Aug 11, 2010 10:05:30 AM",5,4,https://answers.unity3d.com/questions/24704/do-game-portals-usually-ask-for-exclusive-rights-t.html
Stop the screen rotation animation in Unity iphone?,"Aug 5, 2010 6:55:12 PM",5,1,https://answers.unity3d.com/questions/24248/stop-the-screen-rotation-animation-in-unity-iphone.html
How to tell indie from pro?,"Aug 2, 2010 10:05:19 PM",5,1,https://answers.unity3d.com/questions/23985/how-to-tell-indie-from-pro.html
Mono and missing types using external library,"Apr 12, 2012 3:27:32 PM",5,2,https://answers.unity3d.com/questions/23450/mono-and-missing-types-using-external-library.html
Is there a way to find out what type of collider an object has?,"Oct 26, 2017 12:01:58 AM",5,2,https://answers.unity3d.com/questions/23163/is-there-a-way-to-find-out-what-type-of-collider-a.html
Get my iPhone basic app under the 20 Meg limit?,"Jul 25, 2010 7:54:11 PM",5,3,https://answers.unity3d.com/questions/23072/get-my-iphone-basic-app-under-the-20-meg-limit.html
"How to zoom and pan when you ""pinch/swipe across screen"" (iPhone)","Nov 21, 2011 7:19:41 PM",5,5,https://answers.unity3d.com/questions/22500/how-to-zoom-and-pan-when-you-pinchswipe-across-scr.html
Unity 3 sealed class GameObject ?,"May 9, 2014 11:29:35 PM",5,3,https://answers.unity3d.com/questions/22493/unity-3-sealed-class-gameobject-.html
Sorting builtin arrays,"Jul 13, 2010 10:10:57 PM",5,2,https://answers.unity3d.com/questions/22261/sorting-builtin-arrays.html
I can't find PlayerPrefs on Windows,"Jul 4, 2017 8:05:02 AM",5,6,https://answers.unity3d.com/questions/22088/i-cant-find-playerprefs-on-windows.html
Auto-sizing primitive collider based on child meshes,"May 6, 2015 10:39:59 AM",5,3,https://answers.unity3d.com/questions/22019/auto-sizing-primitive-collider-based-on-child-mesh.html
Steps to determine iphone app size please?,"Jul 10, 2010 4:56:28 AM",5,2,https://answers.unity3d.com/questions/21954/steps-to-determine-iphone-app-size-please.html
Screen position out of view frustum error?,"Jul 25, 2014 3:17:50 PM",5,2,https://answers.unity3d.com/questions/21839/screen-position-out-of-view-frustum-error.html
Fading Materials,"Sep 6, 2012 8:14:52 AM",5,4,https://answers.unity3d.com/questions/21447/fading-materials.html
Distributed Beast,"Sep 7, 2012 2:40:13 AM",5,4,https://answers.unity3d.com/questions/21364/distributed-beast.html
Cannot toggle active on gameobjects that are inactive,"Apr 7, 2012 3:39:11 PM",5,2,https://answers.unity3d.com/questions/21241/cannot-toggle-active-on-gameobjects-that-are-inact.html
Adding trees dynamically,"Jul 1, 2010 2:37:53 AM",5,1,https://answers.unity3d.com/questions/21197/adding-trees-dynamically.html
Movie cutscene how to?,"Nov 13, 2013 2:55:34 PM",5,5,https://answers.unity3d.com/questions/21086/movie-cutscene-how-to.html
How do I make a highscores board?,"Mar 18, 2016 5:28:54 PM",5,3,https://answers.unity3d.com/questions/20773/how-do-i-make-a-highscores-board.html
Multiple variables in Debug.Log,"Jun 16, 2015 1:29:18 AM",5,4,https://answers.unity3d.com/questions/20665/multiple-variables-in-debuglog.html
Should we use Pseudocode more on UnityAnswers?,"Jul 26, 2010 6:05:22 AM",5,7,https://answers.unity3d.com/questions/20581/should-we-use-pseudocode-more-on-unityanswers.html
"onExit, onQuit, or anything like that?","Jun 26, 2016 1:28:45 PM",5,2,https://answers.unity3d.com/questions/20578/onexit-onquit-or-anything-like-that.html
How to prevend GUI.Textfield allow Multiline Strings?,"Jun 4, 2013 7:05:21 AM",5,5,https://answers.unity3d.com/questions/20291/how-to-prevend-guitextfield-allow-multiline-string.html
How to call a routine every 3 seconds?,"Dec 19, 2015 11:46:23 AM",5,2,https://answers.unity3d.com/questions/19924/how-to-call-a-routine-every-3-seconds.html
How do you refer the Current Object,"Apr 28, 2012 8:43:56 PM",5,4,https://answers.unity3d.com/questions/19849/how-do-you-refer-the-current-object.html
Detect when user minimizes application,"Jun 14, 2015 8:42:07 PM",5,3,https://answers.unity3d.com/questions/19403/detect-when-user-minimizes-application.html
KeyCodes for non-US keyboard layouts,"Feb 20, 2015 3:51:40 AM",5,3,https://answers.unity3d.com/questions/19114/keycodes-for-non-us-keyboard-layouts.html
How do I create public read-only properties?,"May 29, 2010 7:55:04 PM",5,3,https://answers.unity3d.com/questions/18418/how-do-i-create-public-read-only-properties.html
