title,excerpt,start_date,votes,status,url
Color picker window moves when assigning diff colors,"To Reproduce:
1. Create Particle System (or anything with a color picker)
2. Go to -> Particle Animator rollout and select a color b... ","Sep 03, 2010",0,Fix in review,https://issuetracker.unity3d.com/issues/color-picker-window-moves-when-assigning-diff-colors
Internal compiler error when using enum cast as nullable ,"To Reproduce:
1. Download and open the project: TestNullable_U3.zip
2. This line fails:

int? a = (int?)ManageFriendInviteAction.Act... ","Sep 03, 2010",0,Won't Fix,https://issuetracker.unity3d.com/issues/internal-compiler-error-when-using-enum-cast-as-nullable
Reverb Zones process audio in parallel with audio sources,"To reproduce:

- Open attached ""AudioReverbZoneTest"" package and load ""MainScene""
- Select the Main Camera where the Audio Source is... ","Sep 05, 2010",1,Fixed,https://issuetracker.unity3d.com/issues/reverb-zones-process-audio-in-parallel-with-audio-sources
Script is moved in Project structure when it fails to be added to a prefab,"Steps
1) Make a prefab in a folder called Prefabs
2) Make it a real prefab by applying the Main Camera to it
3) Make a new C# script... ","Sep 06, 2010",0,Not Reproducible,https://issuetracker.unity3d.com/issues/script-is-moved-in-project-structure-when-it-fails-to-be-added-to-a-prefab
Editor layout not being maintained.,"To reproduce;

1. Load a new project a set the layout to be 2 by 3.
2. Set the game view to maximise on play
3. Play the project
4. ... ","Sep 09, 2010",0,Not Reproducible,https://issuetracker.unity3d.com/issues/editor-layout-not-being-maintained
No warning on import if file type is unsupported,"To reproduce:
- Create a new project
- Try to import the attached .m4a file by right-click in Project View. 
- Observe that on Windo... ","Aug 08, 2007",0,Won't Fix,https://issuetracker.unity3d.com/issues/no-warning-on-import-if-file-type-is-unsupported
Selecting multiple objects is not undone by clicking on originaly select...,"To reproduce;

1. Create a new project
2. Add a cube to the scene
3. Add a sphere to the scene
4. Select the cube
5. Press shift and... ","Sep 15, 2010",0,Not Reproducible,https://issuetracker.unity3d.com/issues/selecting-multiple-objects-is-not-undone-by-clicking-on-originaly-selected-object
Same key can be set to multiple tools., ,"Sep 16, 2010",0,Fixed,https://issuetracker.unity3d.com/issues/same-key-can-be-set-to-multiple-tools
"If you have multiple game views, only the latest added works with Maximi...","To reproduce

1. Open unity
2. Set the Layout to default 2 by 3
3. Set the Game View to be maximized on play
4. Add another game vie... ","Sep 16, 2010",0,Active,https://issuetracker.unity3d.com/issues/if-you-have-multiple-game-views-only-the-latest-added-works-with-maximize-on-play
"Unchecking ""override for iPhone"" loses icon selections.","Unchecking ""override for iPhone"" in the Player icons settings loses icon selections.

The attached project has one 72x72 icon select... ","Sep 16, 2010",0,Won't Fix,https://issuetracker.unity3d.com/issues/unchecking-override-for-iphone-loses-icon-selections
Maximise on play option not maintained when Layout is changed,"To reproduce;

1. Turn on Maximise on play
2. Change layout to anything else

Maximise on play is no longer turned on. ","Sep 22, 2010",0,By Design,https://issuetracker.unity3d.com/issues/maximise-on-play-option-not-maintained-when-layout-is-changed
Running multiple BC demo webplayers causes FF crash,* use proper memory managment system to not crash and instead give nice eror messages.  ,"Sep 24, 2010",0,By Design,https://issuetracker.unity3d.com/issues/running-multiple-bc-demo-webplayers-causes-ff-crash
Included dlls don't get removed when not used anymore, ,"Oct 02, 2010",0,Fix in review,https://issuetracker.unity3d.com/issues/included-dlls-dont-get-removed-when-not-used-anymore
Inconsistent animation curve when changing the rolloffMode from Custom t...,This could be reproduced on version 4.0.0b10 (0a7760ba81f3). When changing the rolloffMode from Custom to Logarithmic on the animati... ,"Oct 06, 2010",0,By Design,https://issuetracker.unity3d.com/issues/inconsistent-animation-curve-when-changing-the-rolloffmode-from-custom-to-logarithmic
Using HandlesBeginGUI throws: GUI Error,"GUI Error: You are pushing more GUIClips than you are popping. Make sure they are balanced (type:2)
UnityEngine.GUIUtility:EndGUI(In... ","Oct 20, 2010",0,By Design,https://issuetracker.unity3d.com/issues/gui-error-you-are-pushing-more-guiclips-than-you-are-popping
Custom windows still appear in new project,"To reproduce

1. Open the attaced project in Unity.
2. Open Window>MyWindow - this is a simple Custom Window
3. Open a new Unity pro... ","Oct 21, 2010",1,Not Reproducible,https://issuetracker.unity3d.com/issues/custom-windows-still-appear-in-new-project
Shift-W doesn't work for WASD control in Terrain,You cannot move forward with SHIFT-W when one of the terrain tools is selected. ,"Oct 21, 2010",1,Fix in review,https://issuetracker.unity3d.com/issues/shift-w-doesnt-work-for-wasd-control-in-terrain
Unity is unable to display special character in console,Unity is unable to display special (ascii) characters in console. It just displays empty line with warning icon (see console for act... ,"Oct 27, 2010",0,Duplicate,https://issuetracker.unity3d.com/issues/unity-is-unable-to-display-special-character-in-console
Editor GUI polish: scroll-down and resize buttons overlap,The scroll-down button in editor windows with overflow is unusable because the resize handle is on top of it. ,"Oct 29, 2010",0,Won't Fix,https://issuetracker.unity3d.com/issues/editor-gui-polish-scroll-down-and-resize-buttons-overlap
"""Unsupported infinity mode"" warning is displayed more often than it shou...","It came from this thead:
http://forum.unity3d.com/threads/66418-FBX-import-error-from-Maya-quot-Unsupported-infinity-mode-quot

Peop... ","Nov 13, 2010",0,Won't Fix,https://issuetracker.unity3d.com/issues/unsupported-infinity-mode-warning-is-displayed-more-often-than-it-should-be
C# Switch statements with string are way slower then if's,C# Switch statements involving strings seems to be *very slow* in attached projects two gameobject one running if's in update the ot... ,"Nov 19, 2010",0,Won't Fix,https://issuetracker.unity3d.com/issues/c-number-switch-statements-with-string-are-way-slower-then-ifs
Radius for tree's doesn't work for hand-edited nodes,"Once a node in the tree has been hand-edited, dragging the radius slider doesn't do anything....

Repro:
Create Tree
Set Radius of t... ","Nov 24, 2010",0,Not Reproducible,https://issuetracker.unity3d.com/issues/radius-for-trees-doesnt-work-for-hand-edited-nodes
Audio spamming makes Fmod run out of audio channels,"To reproduce.
- Open attached project and launch the ""Scene_Test""
- Hit Play
- Observe that the classical music drops out.  ","Dec 07, 2010",1,Fixed,https://issuetracker.unity3d.com/issues/audio-spamming-makes-fmod-run-out-of-audio-channels
Max distance setting is ignored,"Could reproduce in version 4.0.0b12 (b6f69b69a8be)

To reproduce:
- Open attached project and launch scene ""Audio3DSource""
- Hit Pla... ","Dec 10, 2010",0,Won't Fix,https://issuetracker.unity3d.com/issues/max-distance-setting-is-ignored
SceneView search filtering fails with no hierarchy view,"Scene view search seems to not work properly.

Repro:
1) Non maximized scene view
- In a new scene, put in a cube and a sphere
- In ... ","Dec 17, 2010",0,Not Reproducible,https://issuetracker.unity3d.com/issues/sceneview-search-filtering-fails-with-no-hierarchy-view
Editor script menu entries only visible on click,"Main menu is not immediately updated when a new editor script is added.



 ","Dec 22, 2010",0,Not Reproducible,https://issuetracker.unity3d.com/issues/editor-script-menu-entries-only-visible-on-click
GUI controls don't loose focus when Web Player looses focus.,Two cursors appear on the screen (i.e. one in the browser text field and one in Unity text field). ,"Dec 31, 2010",0,Won't Fix,https://issuetracker.unity3d.com/issues/gui-controls-dont-loose-focus-when-web-player-looses-focus
iOS mode editor handles textfield input inconsistently,"The editor uses TTF text rendering in all modes, but the iOS runtime uses bitmap text rendering. This means that you can input non-a... ","Jan 03, 2011",0,Fixed,https://issuetracker.unity3d.com/issues/ios-mode-editor-handles-textfield-input-inconsistently
Project Wizard dialog doesn't get focus (it stays behind other windows),Project Wizard dialog doesn't get focus (it stays behind other windows) when Unity is launched with Alt button. ,"Jan 03, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/project-wizard-dialog-doesnt-get-focus-it-stays-behind-other-windows
Unity reverts ImportSettings when pressing Play,"When pressing Play Unity reverts any unapplied changes you have on ImportSettings.

Steps to reproduce:
* Find some imported asset
*... ","Jan 03, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/unity-reverts-importsettings-when-pressing-play
Clamping settings in the AnimationCurve editor are partially invisible, ,"Jan 07, 2011",0,Duplicate,https://issuetracker.unity3d.com/issues/clamping-settings-in-the-animationcurve-editor-are-partially-invisible
SoftOcclusion trees are not affected by Terrain Wind since 3.0,"The terrain tress are not being affected by wind. 

Repro Steps:

1) Launch unity 3.2.0f3_60620
2) Create new terrain: 50x50 res and... ","Jan 12, 2011",0,Fix in review,https://issuetracker.unity3d.com/issues/softocclusion-trees-are-not-affected-by-terrain-wind-since-3-dot-0
Search results should keep their indentation to ease locating the file.,"Search results should keep their indentation to ease locating the file.

Repro:
1. Open the boot camp demo project.
2. In the projec... ","Jan 18, 2011",1,Won't Fix,https://issuetracker.unity3d.com/issues/search-results-should-keep-their-indentation-to-ease-locating-the-file
Improve webplayer fullscreen - default resolution,"""Default Screen Width and Default Screen Height are used by the Web Player when entering fullscreen mode through the context menu in... ","Jan 19, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/improve-webplayer-fullscreen-default-resolution
GameView clears what the user rendered to screen in Update() with camera...,"The GameView editor window clears the entire game view rect with the GameViewBackground style (dark gray with drop shadow) in OnGUI,... ","Jan 20, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/gameview-clears-what-the-user-rendered-to-screen-in-update-with-camera-dot-render
"Dictionary<,> is not AOT'ed when embedded in a generic class.", ,"Jan 21, 2011",6,Won't Fix,https://issuetracker.unity3d.com/issues/executionengineexception-when-deploying-to-ipad
There is a problem with animation timing precision.,"There is a problem with precision of animation times. We use two counters for counting animation time: 
1) float m_WrappedTime; // [... ","Jan 24, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/there-is-a-problem-with-animation-timing-precision
AOT failure when generic type array is exposed using ReadOnlyCollection<>,Looks like AOT failure. When accessing Node<T>.node directly - everything works fine. If it's wrapped with ReadOnlyCollection<> prop... ,"Jan 28, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/build-returns-exc-bad-access-with-no-further-details-when-deployed-to-ios
WebPlayerApplet: the progress bar frame shows up incorrectly,The progress bar frame shows up incorrectly (not pixel perfect) when both the frame and the bar images are of the same size. ,"Feb 02, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/webplayerapplet-the-progress-bar-frame-shows-up-incorrectly
Editor window's title bar is hidden behind alternative task bar position.,"Editor window in launched behind alternative task bar position.

Repro Steps:
1) In windows, move the position of the windows task b... ","Feb 03, 2011",2,Won't Fix,https://issuetracker.unity3d.com/issues/editor-windows-title-bar-is-hidden-behind-alternative-task-bar-position
AssetPostprocessor - Scripts should be compiled before importing animati...,It looks like Unity doesn't recompile scripts before importing animations&models. It causes a problem when you update the project (l... ,"Feb 11, 2011",1,Postponed,https://issuetracker.unity3d.com/issues/assetpostprocessor-scripts-should-be-compiled-before-importing-animations-slash-models
Make screenmanager available earlier in webplayer,This is probably going to have some sideeffects. So lets try to fix this properly by initializing it at the right time. ,"Feb 11, 2011",0,Duplicate,https://issuetracker.unity3d.com/issues/make-screenmanager-available-earlier-in-webplayer
WebPlayer - Exiting fullscreen causes focus & performance problems.,"WebPlayer - Exiting fullscreen causes focus & performance problems.

Repro Steps:

1) Install normal webplayer then 64bit webplayer
... ","Feb 18, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/webplayer-exiting-fullscreen-causes-focus-and-performance-problems
Audio Preview size display is confusing,"To reproduce:
- Open attached package
- Select the audio file in Project Browser
- In the Audio Preview > observe that the file size... ","Mar 06, 2011",0,Fixed,https://issuetracker.unity3d.com/issues/audio-preview-size-display-is-confusing
Double-clicking exceptions from within external assemblies not handled p...,"Scenario:
A method defined inside an external assembly throws an exception or does a Debug.Log.
The user double-clicks the message i... ","Mar 08, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/double-clicking-exceptions-from-within-external-assemblies-not-handled-properly
Unity installer doesn't check for free space on disk,It looks like Unity installer doesn't check if there is enough free space on disk. I just got an error when installing Unity - it fa... ,"Mar 09, 2011",0,Fix in review,https://issuetracker.unity3d.com/issues/unity-installer-doesnt-check-for-free-space-on-disk
AssetPostprocessor - OnPostprocessModel doesn't allow postprocessing of ...,"It looks like OnPostprocessModel is called before @ animation are added to the model, which means you can't postprocess these animat... ","Mar 16, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/assetpostprocessor-onpostprocessmodel-doesnt-allow-postprocessing-of-at-animations
Mono compiler ICEs while attempting to compile the attached script,"Mono compiler ICEs while attempting to compile the attached script.

Reproducible simply by adding the script to the assets director... ","Mar 22, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/mono-compiler-ices-while-attempting-to-compile-the-attached-script
Inconsistency in Webplayer folder structure on OSX and Win, ,"Mar 23, 2011",0,Fix in review,https://issuetracker.unity3d.com/issues/inconsistency-in-webplayer-folder-structure-on-osx-and-win
Draw calls not being reclaimed from deactivated objects,"
Shouldn't the draw calls with de-activated Water3 be the same as not having Water3 at all? To test this...

- Open the scene and ad... ","Mar 29, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/draw-calls-not-being-reclaimed-from-deactivated-objects
Docs: 2nd Code example for GUILayout.HorizontalScrollbar is not parsed t..., ,"Apr 03, 2011",0,Fix in review,https://issuetracker.unity3d.com/issues/docs-2nd-code-example-for-guilayout-dot-horizontalscrollbar-is-not-parsed-to-c-number-and-boo
Game view is being rendered on the water in the scene view.,"Game view is being rendered on the water in the scene view.

Please view attached screenshots.

Repro Steps:

1) Launch unity with B... ","Apr 06, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/game-view-is-being-rendered-on-the-water-in-the-scene-view
useGUILayout = false spams console,"useGUILayout = false spams console.

If a project uses GUILayout with MonoBehaviour.useGUILayout set to false, the console is spamme... ","Apr 15, 2011",0,By Design,https://issuetracker.unity3d.com/issues/useguilayout-equals-false-spams-console
Unity crashes when calling DestroyImmediate(this) in Editor script,"- Create an editor script (e.g. inspector window for a component) which calls DestroyImmediate(this) 
- Add this component to a game... ","Apr 24, 2011",1,Fixed,https://issuetracker.unity3d.com/issues/unity-crashes-when-calling-destroyimmediate-this-in-editor-script
Easy to get windows off screen and difficult to move back onto screen, ,"Apr 28, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/game-view-is-hard-to-move-around-when-the-window-is-close-to-top-bar
Jit compilation fails on a generic method,"There's a plugin with two generic methods one of which causes jit compilation to fail with the following error.

ExecutionEngineExce... ","May 05, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/jit-compilation-fails-on-a-generic-method
Cubemap Face size is not restoring texture quality to the original textu...,"Cubemap Face size is not restoring texture quality to the original texture's quality.

When the cubemap face size dropdown is change... ","May 05, 2011",0,By Design,https://issuetracker.unity3d.com/issues/cubemap-face-size-is-not-restoring-texture-quality-to-the-original-textures-quality
Custom menus does not show up in menu bar before the menu is activated,"Custom menus does not show up in menu bar before the menu is activated.

1. Create an Editor script with the following code:
//JS
@M... ","May 12, 2011",0,Duplicate,https://issuetracker.unity3d.com/issues/custom-menus-does-not-show-up-in-menu-bar-before-the-menu-is-activated
"Return from sleep throws assert ""FALSE != getCursorPositionResult"" if ed...","Return from sleep throws assert FALSE != getCursorPositionResult if editor is in playmode.

Repro:
Given you're in windows
1. Create... ","May 13, 2011",0,Fix in review,https://issuetracker.unity3d.com/issues/return-from-sleep-throws-assert-false-equals-getcursorpositionresult-if-editor-is-in-playmode
Formatting of the Inspector breaks / causes overlapping text,"If Text param of an element in a GUIContent fixed array contains a new line, formatting of the inspector breaks / causes overlapping... ","May 14, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/formatting-of-the-inspector-breaks-slash-causes-overlapping-text
Find better solution for big help box texts (Maybe one-time help box?), ,"May 16, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/find-better-solution-for-big-help-box-texts-maybe-one-time-help-box
"Game View is hidden after undocking, starting and stopping ","1) What happened

Editor - Game View: When undocking, starting and stopping the Play Mode makes the Game View hides behind the Hiera... ","May 18, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/game-view-is-hidden-after-undocking-starting-and-stopping
Audio clips for OGV movies replay snippet of audio,"Could not reproduce the infinite loop, but could reproduce (in Version 4.0.0b10 (16de4509c348)) that Audio Clips for OGV movies repl... ","May 18, 2011",0,Fixed,https://issuetracker.unity3d.com/issues/audio-clips-for-ogv-movies-replay-snippet-of-audio
"Internal gui texture clipping to sample outside of the texture, when cal...", ,"May 19, 2011",0,Fix in review,https://issuetracker.unity3d.com/issues/internal-gui-texture-clipping-to-sample-outside-of-the-texture-when-calling-gui-dot-drawtexture-with-an-npot-texture
Popup lists with GUIContent doesn't show images upon popup.,EditoirGUI.Popup and EditorGUILayout.Popup lists with that take GUIContent objects with images doesn't show the images in the popup ... ,"Mar 11, 2009",0,Postponed,https://issuetracker.unity3d.com/issues/popup-lists-with-guicontent-doesnt-show-images-upon-popup
Mscorlib deploy fail and also deploy of unused assets,"Issue#1. Stripper set to ""micro mscorlib"" chokes on the included dll file with the following exception: ""Mono.Linker.ResolutionExcep... ","May 26, 2011",0,Fixed,https://issuetracker.unity3d.com/issues/mscrolib-deploy-fail-and-also-deploy-of-unused-assets
EditorUtility.SetDirty(g) at postprocess doesn't push the  asset that's ...,"ex:
    void OnPostprocessModel (GameObject g) 
    {
        if (g.name.ToLower().Contains(""eye"")){
            Debug.Log(""processi... ","May 27, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/editorutility-dot-setdirty-g-at-postprocess-doesnt-push-the-asset-thats-set-dirty-to-the-asset-server-change-list
Uninstaller: MonoDevelop is not uninstalled from Windows,"Uninstaller: MonoDevelop is not uninstalled from Windows.

When running the uninstaller on windows xp, all files in the install dir ... ","May 31, 2011",0,Fixed,https://issuetracker.unity3d.com/issues/uninstaller-monodevelop-is-not-uninstalled-from-windows
Project Wizard does not scale up its width according to the most lengthy...,Project wizard should probably remember its previously set size (?). See attached screenshot. ,"May 31, 2011",0,Duplicate,https://issuetracker.unity3d.com/issues/project-wizard-does-not-scale-up-its-width-according-to-the-most-lengthy-project-name
Depth of field docs need updating,The depth of field image effect docs need updated to reflect the current state of the depth of field pro image effect. ,"Jun 02, 2011",0,Fixed,https://issuetracker.unity3d.com/issues/depth-of-field-docs-need-updating
On the PC an EditorWindow Repaints before opening a context menu,"On the PC an EditorWindow Repaints before opening a context menu.
On a Mac the EditorWindow doesn't Repaint before opening a context... ","Jun 03, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/on-the-pc-an-editorwindow-repaints-before-opening-a-context-menu
Layer mask dropdown does't work if layer name has underscore,The LayerMask control gets confused if there's any of these special characters in any of the layer names: & % ^ # _ and any non-ASCI... ,"Jun 04, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/layer-mask-dropdown-doest-work-if-layer-name-has-underscore
Import of models with FBM embedded art currently requires 2 consequtive ...,"a) generate a simple FBX with embedded texture & add to project.
b) switch to Unity & right click -> reimport on the FBX; Unity show... ","Jun 07, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/import-of-models-with-fbm-embedded-art-currently-requires-2-consequtive-import-calls
Terrain brush shadow disappears when Terrain Y  transform position is be...,"Terrain brush shadow disappears when Terrain Y  transform position is -800 <-> +1000.

Repro Steps:

1) Create new project
2) Create... ","Jun 08, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/terrain-brush-shadow-disappears-when-terrain-y-transform-position-is-between-800-and-plus-1000
Recursive serialization makes unity fail badly,"See the attached project. There is no crash as such but the editor enters an infinite loop and leaks memory in the specified cases.
... ","Jun 09, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/recursive-serialization-makes-unity-fail-badly
"Gizmo's drawing in order they are drawn, not respecting z-depth, rather ...", ,"Jun 09, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/gizmos-drawing-in-order-they-are-drawn-not-respecting-z-depth-rather-than-drawing-closest-to-camera
Script names should disallow spaces,"Creating C# or Boo script with spaces in the file-name does not match class-name in script, which means the MonoBehaviour can't be a... ","Jun 10, 2011",0,Duplicate,https://issuetracker.unity3d.com/issues/script-names-should-disallow-spaces
UnityScript should check scope of variables in strict mode,"UnityScript does not seem to handle scope of local variables correctly. Take the following simple script:

function Start () {
    i... ","Jun 14, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/unityscript-should-check-scope-of-variables-in-strict-mode
MINOR: Resetting project settings doesn't work properly,"Reset doesn't work at all in:
- Project Settings -> Tags
- Project Settings -> NavMeshLayers
- Project Settings -> Audio
- Project S... ","Jul 05, 2011",0,Duplicate,https://issuetracker.unity3d.com/issues/minor-resetting-project-settings-doesnt-work-properly
AssetPostprocessor - Add firstImport flag in OnPreprocessModel,"We should add ""bool firstImport"" parameter in
AssetPostprocessor.OnPreprocessModel that would allow users to set the import settings... ","Jul 05, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/assetpostprocessor-add-firstimport-flag-in-onpreprocessmodel
Texture Importer: Let users know the progress of applying changes to lar...,"Let users know the progress of applying changes that takes long time to apply.

When changing the Target size of a Substance Materia... ","Jul 11, 2011",1,Postponed,https://issuetracker.unity3d.com/issues/texture-importer-let-users-know-the-progress-of-applying-changes-to-large-assets
Unity becomes unresponsive when doing long imports,Unity becomes unresponsive and even doesn't redraw when doing long imports (for example case 410940). Unity should redraw and would ... ,"Jul 11, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/unity-becomes-unresponsive-when-doing-long-imports
3.4 web player crash on Mac in glDrawElements, ,"Jul 14, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/3-dot-4-web-player-crash-on-mac-in-gldrawelements
Normal maps are inverted in some places of the mesh,"Normal maps are inverted in some places of the mesh, creating then some lighting differences leading to a huge seam (or mesh separat... ","Jul 14, 2011",0,By Design,https://issuetracker.unity3d.com/issues/normal-maps-are-inverted-in-some-places-of-the-mesh
MINOR: Switching to Unity while editing a float field doesn't give focus...,"a) Click to edit a float in the inspector.
b) Switch away from unity (i.e. to your code editor to read a value).
c) Switch back & tr... ","Jul 15, 2011",0,By Design,https://issuetracker.unity3d.com/issues/minor-switching-to-unity-while-editing-a-float-field-doesnt-give-focus-to-the-field
MINOR: Quitting Unity causes the OS X native color picker to lose ,"With the ""Use OSX Color Picker"" option enabled, select a color field in the Inspector.
Change the tab to another picker style.
Quit ... ","Jul 20, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/minor-quitting-unity-causes-the-os-x-native-color-picker-to-lose
"If Unity is run on Nvidia card, it seems to forget to refresh windows", ,"Jul 21, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/if-unity-is-run-on-nvidia-card-it-seems-to-forget-to-refresh-windows
"Dragging Materials on Objects in SceneView is ""permanent"" in play mode.","Repo Steps:
-Create a scene with a cube and create a material.
-Enter Play Mode
-Drag the material over the cube and then back (don'... ","Jul 22, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/dragging-materials-on-objects-in-sceneview-is-permanent-in-play-mode
"If I paint on a terrain in the editor, I would like to move using the WS...","Create a terrain. Add a few textures. Click the paint mode brush, go on to terrain, paint a bit, move forward the camera using the W... ","Jul 26, 2011",0,Duplicate,https://issuetracker.unity3d.com/issues/if-i-paint-on-a-terrain-in-the-editor-i-would-like-to-move-using-the-wsad-keys
Graphics.DrawTexture 3.4 regression,"- Open attached DrawTexture project in Unity 3.4
- Open the Test scene
- Press Play
- The whole texture is rendered instead of just ... ","Jul 26, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/graphics-dot-drawtexture-3-dot-4-regression
"In Unity 3.4, the JavaScript compiler has buggy detection of","The reported bug occurs when the third parameter (counting expression) of the for loop is present. Once it is removed, the warning g... ","Jul 27, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/in-unity-3-dot-4-the-javascript-compiler-has-buggy-detection-of
You can't rename files when file filter is on,"Steps to reproduce:
1) Enter something into file filter box in Project view
2) Press F2 (on windows) to rename any file - F2 doesn't... ","Jul 28, 2011",0,Duplicate,https://issuetracker.unity3d.com/issues/you-cant-rename-files-when-file-filter-is-on
Improve default demo discovery,"Suggested solutions:

 - Shortcut to /Users/Shared/Unity and the windows equivalent inside the Unity applications folder.

 - Make s... ","Jul 29, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/improve-default-demo-discovery
Pop-out and pop-in icons for detachable preview, ,"Jul 29, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/pop-out-and-pop-in-icons-for-detachable-preview
Channel Error with PlayOneShot using Instantiate and WWW, ,"Aug 01, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/channel-error-with-playoneshot-using-instantiate-and-www
Linq's Sum/Any not being AOTd and raises a runtime exception,"Repro:

1. Build & run to the device
2. Click either ""Any burning edge"" or ""Sum""
3. You will get ExecutionEngineException ","Aug 08, 2011",0,Won't Fix,https://issuetracker.unity3d.com/issues/linqs-sum-slash-any-not-being-aotd-and-raises-a-runtime-exception
InvokeRepeating timing is off when invoking at time=0f,"When calling InvokeRepeating(""methodName"", 0f, repeatRate) the interval between the first two invocations is always 1 sec. too short... ","Aug 08, 2011",1,Fixed,https://issuetracker.unity3d.com/issues/invokerepeating-timing-is-off-when-invoking-at-time-equals-0f
Uniform Scaled Objects with transparent shaders issue,"To Reproduce:
1. Open the Bug Scene.
2. Press Play.

Objects with transparent shaders are not rendered in the correct order (back to... ","Aug 08, 2011",4,Won't Fix,https://issuetracker.unity3d.com/issues/uniform-scaled-objects-with-transparent-shaders-issue
Custom Merge/diff tool not selectable,"- Users should have a way of selecting any application (or a subset of supported tools).
-- I suggest to add a ""Browse..."" item on t... ","Aug 10, 2011",2,Postponed,https://issuetracker.unity3d.com/issues/merge-slash-diff-tool-not-selectable-after-3-dot-4-install
Inconsistent behavior when using multiple joysticks, ,"Aug 12, 2011",1,Won't Fix,https://issuetracker.unity3d.com/issues/inconsistent-behavior-when-using-multiple-joysticks
"Play, Stop, Step buttons don't turn blue in Play Mode with maximized Sce...","- Maximize Scene View by pressing Space
- Press Play
- The Play, Pause and Step buttons don't turn blue

However, Unity doesn't free... ","Aug 21, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/play-stop-step-buttons-dont-turn-blue-in-play-mode-with-maximized-scene-view
Unity gives layout exceptions on load if there is a compile error, ,"Aug 21, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/unity-gives-layout-exceptions-on-load-if-there-is-a-compile-error
Calling Application.LoadLevel() from within not-included-in-the-build scene,"If you call ""Application.LoadLevel(0)"" and the current scene has not been added to the build settings, then the call will re-load th... ","Aug 24, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/calling-application-dot-loadlevel-from-within-not-included-in-the-build-scene
Cam Preview has wrong aspect when multiple Scene Overlays, ,"Aug 26, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/cam-preview-has-wrong-aspect-when-multiple-scene-overlays
Import New Asset: Not possible to multi select individual files when imp...,"To reproduce:

    ⁃    Open attached project
    ⁃    Download the attached folder ""1a_NEON""
    ⁃    Open Scene ""MultiEditTest_Gam... ","Aug 30, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/project-view-import-new-asset-not-possible-to-select-multi-select-individual-files-when-importing-new-assets
The Game View tab shows a white cursor and a minor preview of the actual..., ,"Sep 05, 2011",0,By Design,https://issuetracker.unity3d.com/issues/the-game-view-tab-shows-a-white-cursor-and-a-minor-preview-of-the-actual-game-view
NullReferenceException caused by Gizmos List in the Scene , ,"Sep 08, 2011",0,Not Reproducible,https://issuetracker.unity3d.com/issues/nullreferenceexception-caused-by-gizmos-list-in-the-scene
Speaker icon pops up/disappears when browsing with UP/DOWN, ,"Sep 09, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/speaker-icon-pops-up-slash-disappears-when-browsing-with-up-slash-down
Editor crash when importing .OGG video file,"Could reproduce in 3.5.6 and 4.0f7.

To reproduce:
- Create a new project and import the attached .OGG video file
- Observe that the... ","Sep 12, 2011",0,Postponed,https://issuetracker.unity3d.com/issues/editor-crash-when-importing-ogg-video-file
